Date,Brand,Flour,Process order,Batch,Time,L*,a*,b*,%MC (MB),%MC (NIR),%Ash (NIR),%Protein (NIR),%WG (NIR),%HG,%WG,%GI,%WA,Stability (min),FN (sec.),Result,Column1
3/5/2023,C/P2,F3,3037,230304001A,2.00,88.74,1.87,13.75,0.0,10.7,1.85,17.8,39.8,28.3,29.0,97.6,0,0,0,Pass,Mar-23
3/8/2023,VT28,F1,3049,230308003A,1.30,94.57,0.29,10.00,0.0,13.5,0.67,11.3,29.7,26.1,31.5,84.2,0,0,0,Pass,Mar-23
3/8/2023,ASW,F1,3047,230308001A,8.00,95.78,0.19,10.03,0.0,13.5,0.47,9.5,25.7,20.7,27.3,76.7,59,7.00,0,Pass,Mar-23
3/8/2023,ASW,F3,3047,230308001A,8.00,87.44,1.99,15.30,0.0,11.1,3.16,15.6,27.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/9/2023,APW,F1,3048,230308002A,0.50,96.25,0.05,8.26,0.0,13.5,0.45,9.6,27.4,19.5,28.3,69.6,58,5.98,0,Pass,Mar-23
3/9/2023,APW,F3,3048,230308002A,0.50,93.53,0.13,2.36,0.0,11.4,1.73,13.9,30.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/9/2023,Bread,F1,3056,230309002A,7.30,95.45,0.08,9.04,0.0,13.3,0.46,13.8,38.8,31.2,38.0,82.1,66.0,35.18,596,Pass,Mar-23
3/9/2023,Bread,F3,3056,230309002A,7.30,88.82,2.31,14.13,0.0,11.9,2.09,20.4,44.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/9/2023,VT28,F1,3057,230309003A,14.25,94.76,0.15,10.26,0.0,13.5,0.64,11.4,29.6,26.4,31.2,84.6,0,0,0,Pass,Mar-23
3/10/2023,C/P1,F1,3055,230309001A,5.30,96.07,0.10,9.36,0.0,13.5,0.38,12.5,36.2,29.1,34.4,85.6,64,36.94,0,NC (Off-spec),Mar-23
3/10/2023,C/P1,F3,3055,230309001A,5.30,91.33,1.15,12.17,0.0,12.8,1.16,16.9,43.2,34.9,39.6,89.5,0,0,0,Pass,Mar-23
3/10/2023,VT28,F1,3059,230310001A,13.00,94.96,0.21,9.72,0.0,13.4,0.67,11.2,29.7,24.6,28.2,87.9,0,0,0,Pass,Mar-23
3/10/2023,VT28,F1,3059,230310001A,21.40,94.91,0.15,9.91,0.0,13.4,0.67,11.1,29.3,27.6,28.9,95.2,0,0,0,Pass,Mar-23
3/11/2023,VT28,F1,3061,230310003A,5.00,94.61,0.27,9.84,0.0,13.4,0.71,11.3,29.6,24.5,29.7,81.7,0,0,0,Pass,Mar-23
3/11/2023,SW,F1,3072,230311001A,12.20,96.48,0.47,8.61,0.0,12.7,0.45,9.2,23.7,14.4,24.9,57.7,54,2,0,Pass,Mar-23
3/11/2023,SW,F3,3072,230311001A,12.20,88.63,1.56,13.52,0.0,10.5,1.79,16.1,31.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/11/2023,VT28,F1,3069,230311003A,23.00,95.11,0.27,9.01,0.0,13.5,0.64,10.4,27.4,23.8,27.2,88.2,0,0,0,NC (Off-spec),Mar-23
3/12/2023,VT28,F1,3075,230312001A,7.00,95.15,0.17,9.08,0.0,13.4,0.64,10.3,27.0,24.7,27.1,91.5,0,0,0,NC (Off-spec),Mar-23
3/12/2023,C/P2,F1,3068,230311002A,15.50,95.80,0.10,9.58,0.0,13.2,0.46,13.1,37.3,33.5,37.1,90.5,65,0,0,Pass,Mar-23
3/12/2023,C/P2,F3,3068,230311002A,15.50,83.70,1.77,13.73,0.0,11.2,1.87,18.0,40.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/13/2023,VT28 (Food),F1,3078,230313001A,13.15,95.61,0.30,9.97,0.0,13.2,0.48,10.6,27.8,24.8,25.7,96.7,58,4.26,0,Pass,Mar-23
3/13/2023,VT28 (Food),F3,3078,230313001A,13.15,86.38,2.25,13.45,0.0,11.2,2.79,15.6,24.6,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/14/2023,Bread,F1,3080,230314001A,2.30,95.27,0.06,9.42,0.0,13.5,0.46,13.6,40.0,31.8,36.2,88.3,65,33.71,555,Pass,Mar-23
3/14/2023,Bread,F3,3080,230314001A,2.30,86.10,2.58,13.61,0.0,11.9,2.13,20.5,42.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/14/2023,ASW,F1,3079,230313002A,10.45,95.88,0.24,9.50,0.0,13.3,0.50,9.1,23.5,22.7,23.2,98.7,59,2.72,0,Pass,Mar-23
3/14/2023,ASW,F3,3079,230313002A,10.45,87.97,1.75,19.94,0.0,10.8,2.10,15.3,30.6,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/15/2023,APW,F1,3087,230314002A,0.30,95.97,0.02,8.47,0.0,13.4,0.48,9.5,27.4,22.5,30.3,75.0,59,5.42,0,Pass,Mar-23
3/15/2023,APW,F3,3087,230314002A,0.30,89.63,1.39,12.81,0.0,11.1,1.67,13.5,30.0,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/16/2023,Bread,F1,3067,230316001A,0.30,95.91,0.03,9.41,0.0,13.5,0.49,13.6,39.4,32.3,34.9,92.3,65,0,581,Pass,Mar-23
3/16/2023,Bread,F3,3067,230316001A,0.30,86.66,2.46,13.92,0.0,12.3,2.06,20.0,43.8,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/16/2023,C/P1,F1,3091,230316002A,9.00,96.23,0.12,8.70,13.5,13.7,0.39,12.8,37.9,33.3,35.3,95.1,64,37.54,0,Pass,Mar-23
3/16/2023,C/P1,F3,3091,230316002A,9.00,91.68,1.02,11.09,0.0,12.7,1.12,17.2,45.1,40.1,41.6,97.8,0,0,0,Pass,Mar-23
3/17/2023,ASW,F1,3081,230317001A,7.50,95.86,0.07,8.41,0.0,13.4,0.48,8.9,23.9,18.9,23.2,82.2,59,2.1,0,NC (Off-spec),Mar-23
3/17/2023,ASW,F3,3081,230317001A,7.50,88.40,2.05,14.10,0.0,11.4,2.13,14.2,26.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/17/2023,APW,F1,3099,230318001A,15.15,95.82,0.01,9.63,0.0,13.4,0.48,9.8,28.7,21.0,27.8,75.0,60,5.03,0,Pass,Mar-23
3/17/2023,APW,F3,3099,230318001A,15.15,90.11,1.22,13.07,0.0,10.8,1.72,13.3,30.9,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/18/2023,VT28 (Bonchon),F1,3077,230318002A,0.00,94.81,0.07,10.03,0.0,13.0,0.60,10.7,28.3,24.4,27.5,88.9,0,0,0,NC (Off-spec),Mar-23
3/19/2023,VT28 (Food),F1,3108,230318003A,2.30,95.48,0.35,10.14,0.0,13.5,0.43,10.6,27.9,23.8,24.5,99.2,0,0,0,NC (Off-spec),Mar-23
3/19/2023,VT28 (Food),F3,3108,230318003A,2.30,86.46,2.19,13.90,0.0,11.6,2.41,15.4,26.5,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/21/2023,VT28,F1,3119,230321002A,9.10,95.31,0.21,8.76,13.5,13.8,0.68,10.8,27.7,25.4,28.6,90.7,0,0,0,Pass,Mar-23
3/22/2023,APW,F1,3120,230322001A,1.00,96.03,0.04,8.59,0.0,13.5,0.48,9.7,27.8,23.8,26.2,91.5,59,6.3,0,Pass,Mar-23
3/22/2023,APW,F3,3120,230322001A,1.00,90.47,1.27,12.36,0.0,11.7,1.53,12.9,28.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/22/2023,ASW,F1,3118,230321001A,9.00,96.21,0.21,9.33,0.0,13.5,0.47,8.8,23.1,21.0,21.9,95.5,58,4.05,0,NC (Off-spec),Mar-23
3/22/2023,ASW,F3,3118,230321001A,9.00,88.33,1.64,14.17,0.0,11.4,2.05,14.1,27.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/22/2023,C/P1,F1,3133,230323001A,22.00,96.20,0.01,8.70,13.6,13.7,0.40,12.8,37.5,33.1,36.5,91.9,64,35.23,0,NC (Off-spec),Mar-23
3/22/2023,C/P1,F3,3133,230323001A,22.00,90.86,1.25,11.93,0.0,12.8,1.25,17.3,43.4,32.8,39.0,84.1,0,0,0,Pass,Mar-23
3/23/2023,Bread,F1,3121,230322002A,6.10,95.49,0.05,9.39,0.0,13.5,0.48,13.6,38.6,30.3,36.2,84.2,66,39.21,554,Pass,Mar-23
3/23/2023,Bread,F3,3121,230322002A,6.10,86.83,2.41,13.61,0.0,12.0,1.99,19.7,40.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/23/2023,VT28,F1,3128,230323002A,14.20,95.14,0.33,8.47,0.0,13.5,0.68,10.8,27.0,23.4,25.3,93.6,0,0,0,NC (Off-spec),Mar-23
3/23/2023,VT28,F1,3128,230323002A,14.50,95.25,0.26,8.52,0.0,13.5,0.67,10.8,27.1,23.4,24.9,93.6,0,0,0,NC (Off-spec),Mar-23
3/23/2023,VT28 (Food),F1,3134,230324001A,22.30,95.72,0.26,9.78,0.0,13.2,0.42,10.7,28.1,25.4,26.1,97.7,56,8.1,0,NC (Off-spec),Mar-23
3/23/2023,VT28 (Food),F3,3134,230324001A,22.30,87.15,2.06,12.95,0.0,11.1,2.47,15.4,26.9,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/24/2023,VT28,F1,3129,230323002A,6.30,95.27,0.32,8.27,0.0,13.4,0.64,10.7,27.6,24.4,24.8,97.6,0,0,0,NC (Off-spec),Mar-23
3/24/2023,Bread,F1,3135,230324002A,14.00,95.51,0.00,9.57,0.0,13.5,0.47,13.5,38.2,32.7,35.4,92.4,65,35.44,418,Pass,Mar-23
3/24/2023,Bread,F3,3135,230324002A,14.00,88.38,1.91,13.17,0.0,11.7,1.76,19.0,41.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/24/2023,Bread,F1,3135,230324002A,15.00,95.09,0.10,9.59,0.0,13.4,0.49,13.5,39.0,33.9,36.4,94.2,0,0,0,Pass,Mar-23
3/24/2023,Bread,F1,3135,230324002A,16.15,95.07,0.05,9.58,13.5,13.6,0.48,13.5,39.1,32.2,36.5,89.4,66,35.28,0,Pass,Mar-23
3/24/2023,VT34,F1,3145,230325002A,21.40,94.94,0.38,8.65,0.0,13.2,0.56,12.3,31.1,30.2,31.8,94.4,0,0,0,NC (Off-spec),Mar-23
3/25/2023,APW,F1,3141,230325001A,4.50,95.99,0.08,8.17,0.0,13.1,0.47,9.6,25.7,16.8,27.2,62.2,59,9.25,0,Pass,Mar-23
3/25/2023,APW,F3,3141,230325001A,4.50,89.35,1.62,12.65,0.0,10.8,1.71,13.9,27.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/25/2023,VT28,F1,3136,230324003A,13.00,95.16,0.32,8.47,0.0,13.5,0.65,10.9,27.5,26.0,28.9,89.7,0,0,0,Pass,Mar-23
3/25/2023,VT28,F1,3142,230325003A,20.30,95.57,0.19,8.41,0.0,13.1,0.62,11.3,28.3,27.4,28.4,97.9,0,0,0,Pass,Mar-23
3/26/2023,VT34,F1,3146,230327001A,3.50,95.94,0.17,8.39,0.0,13.4,0.54,12.1,31.4,26.6,31.1,85.8,0,0,0,NC (Off-spec),Mar-23
3/27/2023,VT28,F1,3076,230327002A,13.30,95.52,0.04,8.87,0.0,13.5,0.60,10.8,27.5,24.5,27.0,90.3,0,0,0,Pass,Mar-23
3/27/2023,VT28,F1,3076,230327002A,22.10,95.17,0.25,8.73,0.0,13.3,0.64,10.5,27.4,23.5,28.2,83.9,0,0,0,Pass,Mar-23
3/28/2023,VT34,F1,3147,230327003A,4.00,94.47,0.30,10.03,0.0,13.5,0.55,13.8,39.4,25.1,35.6,71.7,0,0,0,Pass,Mar-23
3/28/2023,VT34,F1,3147,230327003A,8.45,94.52,0.23,9.96,0.0,13.5,0.56,13.9,38.9,30.2,37.5,81.6,0,0,0,Pass,Mar-23
3/28/2023,Bread,F1,3153,230328001A,11.50,95.80,0.25,9.52,13.5,13.7,0.47,13.6,38.8,33.1,36.3,91.6,64,34.92,552,Pass,Mar-23
3/28/2023,Bread,F3,3153,230328001A,11.50,87.67,2.01,13.53,0.0,11.7,1.98,19.8,43.5,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/28/2023,C/P1,F1,3154,230328002A,19.40,96.20,0.07,8.70,0.0,13.1,0.41,12.7,37.2,28.8,33.9,84.7,66,35.53,0,NC (Off-spec),Mar-23
3/28/2023,C/P1,F3,3154,230328002A,19.40,91.09,1.23,11.57,0.0,12.1,1.23,17.4,44.0,35.4,40.5,88.5,0,0,0,Pass,Mar-23
3/29/2023,C/P2,F1,3155,230328003A,4.00,95.82,0.01,8.98,0.0,13.3,0.45,13.1,37.2,28.8,36.9,77.8,64,33,0,Pass,Mar-23
3/29/2023,C/P2,F3,3155,230328003A,4.00,88.45,1.83,13.32,0.0,10.9,1.91,18.2,40.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/29/2023,APW,F1,3164,230329001A,8.20,95.97,0.04,8.18,0.0,13.4,0.43,9.7,26.6,24.7,25.8,95.0,57,8.23,0,Pass,Mar-23
3/29/2023,APW,F3,3164,230329001A,8.20,88.44,1.80,13.33,0.0,10.6,1.93,15.3,29.5,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/29/2023,ASW,F1,3165,230229003A,17.50,96.83,0.16,8.89,0.0,13.3,0.53,8.2,22.4,18.1,18.5,97.9,59,2.38,0,Pass,Mar-23
3/29/2023,ASW,F3,3165,230229003A,17.50,89.95,1.46,14.43,0.0,10.9,2.17,12.8,23.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/30/2023,Bread,F1,3163,230329002A,1.00,95.41,0.01,9.61,0.0,13.5,0.52,13.5,38.6,33.1,36.1,91.7,65,37.94,511,Pass,Mar-23
3/30/2023,Bread,F3,3163,230329002A,1.00,86.73,2.34,13.94,0.0,11.7,2.01,19.6,43.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/30/2023,VT28,F1,3143,230330002A,8.00,95.04,0.08,9.80,0.0,13.5,0.66,10.6,28.6,22.2,25.1,88.8,0,0,0,Pass,Mar-23
3/30/2023,VT34,F1,3171,230330001A,15.20,94.50,0.15,10.40,13.4,13.6,0.58,13.2,37.5,27.8,37.4,75.1,0,0,0,Pass,Mar-23
3/31/2023,Bread,F1,3170,230330003A,5.30,95.20,0.02,9.98,0.0,13.2,0.50,13.6,38.8,34.6,36.1,95.8,65,39,537,Pass,Mar-23
3/31/2023,Bread,F3,3170,230330003A,5.30,86.27,2.50,13.88,0.0,11.5,2.08,20.2,43.5,0.0,0.0,0.0,0,0,0,NC (Off-spec),Mar-23
3/31/2023,VT28,F1,3105,230331001A,13.35,94.99,0.03,9.91,0.0,13.6,0.64,10.9,29.1,25.5,28.6,91.1,0,0,0,Pass,Mar-23
4/1/2023,VT34,F1,3180,230401001A,8.30,94.15,0.27,10.26,13.5,13.8,0.60,13.2,37.9,27.5,36.3,76.4,0,0,0,Pass,Apr-23
4/1/2023,Bread,F1,3181,230401002A,16.25,95.31,0.07,9.55,13.6,13.9,0.43,13.7,39.6,33.3,36.2,92.0,67,41.41,656,NC (Off-spec),Apr-23
4/1/2023,Bread,F3,3181,230401002A,16.25,87.19,2.16,13.45,0.0,11.9,1.84,20.5,46.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/2/2023,VT34,F1,3187,230403001A,0.00,94.09,0.23,10.27,13.8,13.6,0.58,13.4,37.8,30.8,36.0,85.7,0,0,0,NC (Off-spec),Apr-23
4/3/2023,C/P1,F1,3188,230403002A,10.15,96.06,0.11,8.75,13.7,13.7,0.41,13.0,37.2,31.2,36.4,86.7,66,28.88,0,NC (Off-spec),Apr-23
4/3/2023,C/P1,F3,3188,230403002A,10.15,90.13,1.48,12.17,0.0,12.9,1.32,18.1,46.9,38.7,40.3,96.8,0,0,0,Pass,Apr-23
4/3/2023,VT34,F1,3187,230403001A,18.30,94.78,0.24,10.29,0.0,13.2,0.61,13.4,38.1,25.6,36.2,71.1,0,0,0,Pass,Apr-23
4/4/2023,APW,F1,3191,230404001A,3.30,96.26,0.07,8.16,0.0,13.0,0.46,9.6,26.5,18.1,27.1,67.0,58,6.43,0,Pass,Apr-23
4/4/2023,APW,F3,3191,230404001A,3.30,89.62,1.59,12.68,0.0,10.8,1.69,13.9,28.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/4/2023,VT34,F1,3192,230404002A,12.00,94.82,0.09,10.49,0.0,13.3,0.65,13.3,37.4,26.5,37.1,98.6,0,0,0,Pass,Apr-23
4/4/2023,VT34,F1,3202,230405001A,20.45,94.32,0.39,10.19,0.0,13.5,0.57,13.8,39.2,25.5,38.0,72.9,0,0,0,Pass,Apr-23
4/5/2023,VT34,F1,3203,230405002A,3.40,94.21,0.45,10.24,0.0,13.5,0.57,13.9,39.6,24.7,38.9,63.3,0,0,0,Pass,Apr-23
4/5/2023,VT28,F1,3204,230405003A,11.50,94.48,0.15,10.04,0.0,12.9,0.65,11.6,28.9,26.2,30.4,86.2,0,0,0,Pass,Apr-23
4/5/2023,VT34,F1,3206,230406002A,21.00,94.09,0.39,10.11,0.0,13.4,0.57,13.8,39.9,28.8,39.2,73.9,0,0,0,Pass,Apr-23
4/6/2023,VT28,F1,3174,230406003A,5.30,94.52,0.09,9.59,0.0,13.5,0.60,11.1,28.6,24.9,28.0,88.9,0,0,0,Pass,Apr-23
4/6/2023,Bread,F1,3205,230406001A,12.50,95.22,0.05,9.51,0.0,13.2,0.50,13.9,38.8,33.1,36.5,90.7,66,40.58,667,Pass,Apr-23
4/6/2023,Bread,F3,3205,230406001A,12.50,86.72,2.45,12.88,0.0,10.8,2.04,20.5,44.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/6/2023,VT34,F1,3211,230406002A,20.15,94.39,0.25,10.37,0.0,13.4,0.58,14.1,40.4,29.5,38.2,77.6,0,0,0,Pass,Apr-23
4/7/2023,VT34,F1,3212,230407003A,4.00,94.50,0.19,10.21,0.0,13.3,0.63,14.0,39.7,28.0,36.8,75.7,0,0,0,Pass,Apr-23
4/7/2023,VT28,F1,3214,230408001A,12.00,94.34,0.37,9.27,0.0,13.1,0.67,11.7,31.1,24.0,32.6,75.0,0,0,0,Pass,Apr-23
4/7/2023,VT28,F1,3218,230408002A,22.15,94.41,0.25,9.51,0.0,13.4,0.64,11.8,31.4,24.6,32.4,76.9,0,0,0,Pass,Apr-23
4/8/2023,VT28,F1,3222,230409001A,5.30,94.82,0.34,8.75,0.0,13.5,0.63,11.2,29.4,26.5,30.7,85.5,0,0,0,Pass,Apr-23
4/8/2023,VT28,F1,3223,230409002A,22.40,94.99,0.30,8.81,0.0,13.2,0.61,11.1,28.9,23.0,28.9,79.3,0,0,0,Pass,Apr-23
4/8/2023,Bread,F1,3210,230407001A,14.30,95.51,0.04,9.41,13.5,13.6,0.45,13.6,39.9,34.2,36.1,94.7,66,47.54,574,Pass,Apr-23
4/8/2023,Bread,F3,3210,230407001A,14.30,87.32,2.23,12.76,0.0,11.6,1.80,18.4,39.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/9/2023,VT28,F1,3224,230410001A,7.00,94.66,0.16,9.84,0.0,13.5,0.56,10.2,27.4,22.1,25.2,88.4,0,0,0,NC (Off-spec),Apr-23
4/9/2023,VT28 (Food),F1,3221,230408003A,16.00,95.62,0.41,10.01,0.0,13.2,0.45,10.4,27.9,24.1,26.7,89.3,58,3.03,0,NC (Off-spec),Apr-23
4/9/2023,VT28 (Food),F3,3221,230408003A,16.00,85.39,2.30,13.12,0.0,10.3,3.68,17.1,26.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/17/2023,VT28,F1,3232,230417001A,22.45,94.60,0.02,10.07,0.0,13.1,0.67,10.0,25.3,22.2,22.8,96.5,0,0,0,NC (Off-spec),Apr-23
4/18/2023,VT28,F1,3232,230417001A,5.00,94.81,0.09,10.32,0.0,13.4,0.64,10.1,26.1,22.4,23.0,97.4,0,0,0,NC (Off-spec),Apr-23
4/18/2023,C/P1,F1,3233,230417002A,10.00,96.27,0.27,8.78,13.6,14.0,0.40,13.0,38.5,32.2,36.5,88.1,67,30.18,0,NC (Off-spec),Apr-23
4/18/2023,C/P1,F3,3233,230417002A,10.00,91.07,1.03,11.42,0.0,13.0,1.12,17.0,43.5,37.8,42.1,90.0,0,0,0,Pass,Apr-23
4/18/2023,C/P1,F1,3233,230417002A,11.50,95.91,0.07,8.85,13.4,13.8,0.41,13.0,38.2,33.3,36.9,90.0,66,34.01,0,Pass,Apr-23
4/18/2023,C/P2,F1,3236,230419001A,19.00,95.46,0.07,9.03,0.0,13.2,0.48,13.5,37.6,32.2,37.8,84.7,65,35.65,0,Pass,Apr-23
4/18/2023,C/P2,F3,3236,230419001A,19.00,88.96,1.62,12.73,0.0,11.1,1.74,17.9,41.0,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/19/2023,VT28,F1,3237,230419002A,2.00,94.58,0.11,9.97,0.0,13.7,0.61,10.8,27.7,22.7,23.0,98.7,0,0,0,NC (Off-spec),Apr-23
4/19/2023,VT28,F1,3238,230419003A,10.30,94.53,0.21,10.08,0.0,13.5,0.61,10.7,26.7,23.6,24.1,97.7,0,0,0,NC (Off-spec),Apr-23
4/19/2023,APW,F1,3246,230420001A,19.05,96.03,0.09,8.08,13.2,13.6,0.46,9.8,26.5,25.2,26.8,94.1,59,9.88,0,Pass,Apr-23
4/19/2023,APW,F3,3246,230420001A,19.05,88.07,1.75,12.28,0.0,11.2,1.01,14.1,25.6,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/20/2023,C/P1,F1,3247,230420002A,3.30,96.22,0.08,8.80,0.0,13.3,0.43,13.2,38.7,29.5,37.5,79.7,66,33.95,0,Pass,Apr-23
4/20/2023,C/P1,F3,3247,230420002A,3.30,90.75,1.33,11.91,0.0,12.3,1.34,18.0,45.6,37.9,41.7,90.2,0,0,0,Pass,Apr-23
4/20/2023,VT28,F1,3248,230420003A,12.10,94.52,0.05,10.22,0.0,12.8,0.69,11.1,27.6,25.3,26.2,97.3,0,0,0,NC (Off-spec),Apr-23
4/20/2023,ASW,F1,3256,230421001A,19.55,96.83,0.34,8.80,0.0,13.5,0.48,8.0,24.9,17.1,17.8,95.8,59,1.73,0,NC (Off-spec),Apr-23
4/20/2023,ASW,F3,3256,230421001A,19.55,89.73,1.41,13.43,0.0,10.6,2.58,12.9,24.0,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/21/2023,Bread,F1,3257,230421002A,4.00,95.29,0.05,9.50,0.0,13.4,0.49,13.6,39.1,30.5,34.8,87.1,66,41.41,593,NC (Off-spec),Apr-23
4/21/2023,Bread,F3,3257,230421002A,4.00,86.13,2.43,13.92,0.0,11.2,2.14,19.6,41.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/21/2023,VT34,F1,3258,230421003A,13.00,94.68,0.00,10.29,0.0,13.3,0.63,13.9,39.8,31.9,36.4,87.8,0,0,0,Pass,Apr-23
4/21/2023,Bread,F1,3256,230422001A,20.30,95.40,0.18,9.64,0.0,13.1,0.50,13.6,39.4,31.7,36.0,88.6,65,39.06,681,Pass,Apr-23
4/21/2023,Bread,F3,3256,230422001A,20.30,86.47,2.32,13.48,0.0,11.2,2.03,20.5,44.5,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/22/2023,VT34,F1,3219,230422002A,4.40,94.48,0.07,10.52,0.0,13.4,0.61,14.0,40.1,33.4,36.6,91.3,0,0,0,Pass,Apr-23
4/22/2023,VT28,F1,3230,230422003A,13.00,94.68,0.22,10.07,0.0,13.3,0.64,10.7,26.7,23.2,23.8,97.5,0,0,0,NC (Off-spec),Apr-23
4/22/2023,C/P1,F1,3268,230424001A,22.00,96.00,0.13,8.80,0.0,13.2,0.39,13.2,38.1,26.2,37.2,70.8,66,35.72,0,Pass,Apr-23
4/22/2023,C/P1,F3,3268,230424001A,22.00,90.84,1.22,11.78,0.0,11.9,1.20,17.9,45.1,31.4,43.6,73.0,0,0,0,Pass,Apr-23
4/23/2023,C/P2,F1,3269,230424002A,1.30,95.68,0.14,9.14,0.0,13.1,0.47,13.4,39.3,31.0,36.1,86.1,65,39.2,0,Pass,Apr-23
4/23/2023,C/P2,F3,3269,230424002A,1.30,88.70,1.70,13.11,0.0,10.8,1.77,18.1,40.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/23/2023,VT28,F1,3270,230424003A,5.45,94.74,0.14,10.31,0.0,13.2,0.64,10.5,25.9,21.5,24.3,88.5,0,0,0,NC (Off-spec),Apr-23
4/24/2023,VT28,F1,3270,230424003A,10.30,94.77,0.11,9.74,13.4,13.8,0.63,11.2,27.3,23.3,24.2,97.1,0,0,0,NC (Off-spec),Apr-23
4/24/2023,VT34,F1,3271,230424004A,16.20,94.31,0.14,10.28,13.5,13.8,0.61,14.2,39.9,33.4,36.2,92.8,0,0,0,Pass,Apr-23
4/25/2023,VT28,F1,3275,230425002A,0.00,94.47,0.09,10.24,0.0,13.2,0.63,12.2,30.4,28.1,29.7,93.7,0,0,0,Pass,Apr-23
4/25/2023,APW,F1,3274,230425001A,8.10,96.06,0.08,8.01,0.0,13.5,0.45,9.8,26.8,20.8,25.8,80.0,59,5.33,0,Pass,Apr-23
4/25/2023,APW,F3,3274,230425001A,8.10,88.38,1.78,12.92,0.0,10.9,1.79,14.6,28.6,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/25/2023,VT34,F1,3281,230425003A,17.00,94.38,0.20,10.11,0.0,13.4,0.59,14.2,40.4,33.6,37.4,90.8,0,0,0,Pass,Apr-23
4/26/2023,APW,F1,3282,230426001A,1.00,96.07,0.01,7.96,13.5,13.7,0.47,9.7,27.8,22.9,26.6,88.1,59,6.3,0,Pass,Apr-23
4/26/2023,APW,F3,3282,230426001A,1.00,88.81,1.74,12.51,0.0,11.4,1.73,14.2,29.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/26/2023,Bread,F1,3283,230426002A,10.15,95.42,0.05,9.50,13.4,13.6,0.46,13.7,39.6,33.1,36.0,91.9,66,40.2,601,Pass,Apr-23
4/26/2023,Bread,F3,3283,230426002A,10.15,86.72,2.41,13.59,0.0,12.0,2.01,20.0,42.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/26/2023,VT28,F1,3276,230426003A,17.30,94.54,0.16,9.96,13.4,13.9,0.60,12.3,29.8,28.2,31.2,90.4,0,0,0,Pass,Apr-23
4/27/2023,C/P2,F1,3292,230427002A,5.30,95.84,0.05,9.51,0.0,13.4,0.48,13.2,32.9,32.9,36.1,91.4,65,37.95,0,Pass,Apr-23
4/27/2023,C/P2,F3,3292,230427002A,5.30,88.45,1.80,13.57,0.0,11.2,1.82,17.4,39.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Apr-23
4/27/2023,C/P1,F1,3291,230427001A,1.00,95.94,0.14,9.25,0.0,13.4,0.42,12.8,38.5,29.5,35.7,81.9,65,37.83,0,Pass,Apr-23
4/27/2023,C/P1,F3,3291,230427001A,1.00,90.85,1.20,11.89,0.0,12.6,1.21,16.7,43.0,37.1,37.8,97.6,0,0,0,Pass,Apr-23
