Date,Brand,Flour,Process order,Batch,Time,L*,a*,b*,%MC (MB),%MC (NIR),%Ash (NIR),%Protein (NIR),%WG (NIR),%HG,%WG,%GI,%WA,Stability (min),FN (sec.),Result,Column1
7/1/2023,VT28 (Food),F3,3655,230701001A,0.00,83.31,2.89,13.78,0.0,10.3,3.88,17.6,21.5,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/1/2023,VT28,F1,3660,230701002A,10.50,93.78,0.26,9.89,0.0,13.5,0.67,12.2,30.7,29.3,31.3,94.5,0,0,0,Pass,Jul-23
7/3/2023,VT28,F1,3661,230703001A,10.40,93.98,0.16,9.76,13.8,14.3,0.60,12.1,31.1,26.4,31.2,85.2,0,0,0,Pass,Jul-23
7/3/2023,VT28,F1,3661,230703001A,14.40,93.97,0.16,9.76,13.4,14.0,0.62,12.2,31.2,29.4,30.8,94.8,0,0,0,Pass,Jul-23
7/3/2023,VT28,F1,3664,230703002A,17.50,93.91,0.25,9.75,0.0,13.3,0.64,12.2,31.4,29.0,31.4,93.6,0,0,0,Pass,Jul-23
7/4/2023,VT28,F1,3664,230703002A,3.00,94.02,0.25,9.73,0.0,13.5,0.61,11.9,30.7,29.6,30.0,98.7,0,0,0,Pass,Jul-23
7/4/2023,VT28,F1,3665,230703003A,21.50,94.20,0.28,9.67,0.0,13.4,0.57,12.0,30.8,28.8,30.3,96.0,0,0,0,Pass,Jul-23
7/4/2023,APW,F1,3675,230704001A,4.30,96.19,0.14,8.56,0.0,13.4,0.46,9.6,27.1,24.0,25.6,96.0,59,6.27,0,Pass,Jul-23
7/4/2023,APW,F3,3675,230704001A,4.30,86.98,2.21,13.38,0.0,10.5,1.90,14.4,28.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/4/2023,APW,F1,3675,230704001A,9.40,95.95,0.03,8.57,13.3,13.6,0.46,9.7,27.3,24.5,26.8,90.7,0,0,0,Pass,Jul-23
7/4/2023,C/P1,F1,3676,230704002A,13.45,95.88,0.00,8.78,13.2,14.0,0.41,12.7,39.8,32.4,35.9,90.0,66,29.85,0,Pass,Jul-23
7/4/2023,C/P1,F3,3676,230704002A,13.45,89.44,1.69,12.47,0.0,12.1,1.30,17.1,41.2,34.7,36.9,93.8,0,0,0,Pass,Jul-23
7/4/2023,C/P1,F1,3676,230704002A,17.10,96.00,0.04,8.73,13.7,13.7,0.43,12.5,39.5,33.0,36.2,91.7,0,0,0,NC (Off-spec),Jul-23
7/5/2023,ASW,F1,3677,230705001A,5.00,96.34,0.28,8.95,0.0,12.8,0.47,9.4,25.9,20.7,26.1,79.6,57,3.7,0,Pass,Jul-23
7/5/2023,ASW,F3,3677,230705001A,5.00,86.93,2.34,14.15,0.0,9.9,1.97,15.3,26.5,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/5/2023,ASW,F1,3677,230705001A,7.10,96.54,0.20,8.80,0.0,12.9,0.48,8.9,24.7,22.2,25.5,88.8,0,0,0,Pass,Jul-23
7/5/2023,APW,F1,3683,230705002A,11.40,95.75,0.02,8.66,13.4,13.7,0.45,10.0,27.0,26.8,27.5,96.9,59,7.88,0,Pass,Jul-23
7/5/2023,APW,F3,3683,230705002A,11.40,87.72,2.00,14.22,0.0,10.2,1.92,14.4,27.1,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/5/2023,APW,F1,3683,230705002A,15.00,95.86,0.00,8.76,13.1,13.7,0.44,10.3,28.0,24.7,27.8,88.2,0,0,0,Pass,Jul-23
7/6/2023,Bread,F1,3694,230705003A,0.30,95.26,0.10,10.05,13.4,13.6,0.49,13.3,38.2,32.9,36.0,91.4,65,14.98,458,Pass,Jul-23
7/6/2023,Bread,F3,3694,230705003A,0.30,85.92,2.66,14.08,0.0,11.3,2.25,20.2,39.8,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/6/2023,Bread,F1,3694,230705003A,5.00,95.38,0.16,9.94,13.8,13.8,0.53,13.4,38.5,32.4,35.4,91.6,0,0,0,Pass,Jul-23
7/6/2023,APW,F1,3701,230706001A,8.20,95.93,0.07,8.13,13.4,13.6,0.45,9.8,27.0,25.5,26.8,94.4,60,7.05,0,Pass,Jul-23
7/6/2023,APW,F3,3701,230706001A,8.20,86.83,2.26,13.61,0.0,10.6,2.14,15.7,32.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/6/2023,APW,F1,3701,230706001A,13.30,96.04,0.01,8.66,13.5,13.9,0.46,9.8,26.9,23.6,26.7,87.4,0,0,0,Pass,Jul-23
7/7/2023,Bread,F1,3684,230706002A,0.50,95.39,0.05,9.79,0.0,13.5,0.53,13.4,39.7,32.4,36.6,90.0,65,33.89,497,NC (Off-spec),Jul-23
7/7/2023,Bread,F3,3684,230706002A,0.50,85.66,2.71,14.03,0.0,11.4,2.21,19.6,39.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/7/2023,Bread,F1,3684,230706002A,6.00,95.25,0.08,10.04,0.0,13.4,0.52,13.4,39.9,32.4,36.2,90.0,0,0,0,Pass,Jul-23
7/7/2023,VT34,F1,3591,230707001A,8.20,94.10,0.30,10.29,0.0,13.5,0.62,13.4,38.0,31.7,34.9,90.6,0,0,0,Pass,Jul-23
7/7/2023,VT28,F1,3678,2307070002A,13.40,94.09,0.28,10.07,13.3,13.8,0.64,11.9,30.4,27.9,30.7,90.9,0,0,0,Pass,Jul-23
7/7/2023,VT28,F1,3678,230707002A,16.30,94.08,0.17,9.67,0.0,13.3,0.60,12.2,30.7,27.5,30.1,91.7,0,0,0,Pass,Jul-23
7/7/2023,VT28,F1,3693,230707003A,21.30,93.89,0.21,9.81,0.0,13.5,0.63,12.2.,30.9,26.3,30.7,84.8,0,0,0,Pass,Jul-23
7/8/2023,Bread,0,0,0,15.50,95.30,0.12,10.00,13.5,13.6,0.47,13.6,37.8,32.6,35.8,91.2,0,0,0,Pass,Jul-23
7/8/2023,VT28,F1,3693,230707001A,4.00,93.87,0.09,9.87,0.0,13.4,0.64,12.3,31.5,28.0,29.8,93.3,0,0,0,Pass,Jul-23
7/8/2023,VT28,F1,3703,230708001A,6.00,93.83,0.12,9.88,0.0,13.3,0.65,12.2,31.3,25.5,30.3,85.0,0,0,0,Pass,Jul-23
7/8/2023,VT28,F1,3703,230708001A,11.30,94.01,0.13,9.69,0.0,13.2,0.63,12.1,31.4,26.7,29.2,92.1,0,0,0,Pass,Jul-23
7/8/2023,VT28,F1,3704,230708002A,14.30,93.97,0.15,9.81,0.0,13.5,0.63,12.3,30.7,26.1,31.5,84.2,0,0,0,Pass,Jul-23
7/8/2023,VT28,F1,3704,230708002A,20.10,93.90,0.04,9.78,0.0,13.6,0.66,11.8,30.3,27.0,30.4,90.0,0,0,0,Pass,Jul-23
7/8/2023,VT28,F1,3707,230705001A,23.30,93.89,0.03,9.94,0.0,13.6,0.66,12.0,30.8,29.6,31.0,95.5,0,0,0,Pass,Jul-23
7/9/2023,VT28,F1,3707,230705001A,5.10,93.63,0.03,9.63,0.0,13.6,0.68,11.9,30.0,28.8,31.2,92.9,0,0,0,Pass,Jul-23
7/10/2023,Bread,F1,3706,230710001A,11.35,95.33,0.16,9.81,13.6,14.2,0.49,13.3,39.7,33.5,36.4,93.1,67,36.77,558,NC (Off-spec),Jul-23
7/10/2023,Bread,F1,3706,230710001A,0.00,95.34,0.14,9.69,13.6,14.1,0.47,13.3,39.9,34.8,35.9,96.7,0,0,0,NC (Off-spec),Jul-23
7/10/2023,Bread,F3,3706,230710001A,0.00,86.84,2.16,11.96,0.0,12.5,2.10,19.7,41.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/10/2023,Bread,F1,3706,230710001A,14.30,95.41,0.02,9.68,13.3,14.0,0.48,13.3,39.3,33.2,36.0,92.2,0,0,0,Pass,Jul-23
7/10/2023,C/P1,F1,3710,230710002A,19.30,96.05,0.14,8.92,0.0,13.3,0.42,12.9,37.0,32.9,34.9,94.0,66,27.72,0,Pass,Jul-23
7/10/2023,C/P1,F1,3710,230710002A,19.30,96.03,0.11,8.91,0.0,13.2,0.44,12.8,36.6,31.9,35.2,91.1,0,0,0,Pass,Jul-23
7/10/2023,C/P1,F3,3710,230710002A,19.30,90.44,1.33,11.95,0.0,12.1,1.30,17.1,42.7,34.5,38.9,88.5,0,0,0,Pass,Jul-23
7/11/2023,C/P1,F1,3710,230710002A,0.00,96.22,0.23,8.75,13.6,13.6,0.43,12.5,37.9,33.0,35.1,94.3,0,0,0,NC (Off-spec),Jul-23
7/11/2023,C/P1,F1,3713,230711002A,7.30,96.15,0.14,8.67,13.6,14.1,0.40,13.0,37.7,33.4,36.3,92.8,66,32.23,0,NC (Off-spec),Jul-23
7/11/2023,C/P1,F3,3713,230711002A,7.30,90.63,1.19,11.47,0.0,12.7,1.23,17.1,42.4,36.7,38.4,96.6,0,0,0,NC (Off-spec),Jul-23
7/11/2023,C/P1,F1,3713,230711002A,14.00,96.30,0.16,8.70,13.4,13.7,0.41,12.7,39.3,33.4,36.2,92.8,0,0,0,Pass,Jul-23
7/11/2023,VT28,F1,3708,230711001A,3.40,94.39,0.02,9.89,13.7,13.8,0.65,11.9,30.5,28.1,30.1,93.7,0,0,0,Pass,Jul-23
7/11/2023,VT28,F1,3711,230711004A,22.40,93.94,0.24,10.26,0.0,13.5,0.66,11.7,29.8,28.2,29.2,97.2,0,0,0,Pass,Jul-23
7/11/2023,ASW,F1,3714,230711003A,15.00,96.40,0.42,8.78,0.0,13.4,0.45,8.9,25.1,15.4,25.5,61.6,58,5.13,0,Pass,Jul-23
7/11/2023,ASW,F1,3714,230711003A,15.00,96.74,0.40,8.85,0.0,13.3,0.47,8.8,24.4,14.9,25.5,59.6,0,0,0,Pass,Jul-23
7/11/2023,ASW,F3,3714,230711003A,15.00,88.59,1.82,13.50,0.0,10.7,1.81,15.1,29.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/12/2023,VT28,F1,3711,230711004A,2.30,93.38,0.27,9.97,0.0,13.7,0.63,11.5,30.0,27.5,28.6,98.2,0,0,0,Pass,Jul-23
7/12/2023,VT28 (Food),F1,3727,230712001A,7.30,95.24,0.15,9.89,0.0,13.5,0.48,10.1,26.5,24.5,26.0,94.2,57,2.13,0,NC (Off-spec),Jul-23
7/12/2023,VT28 (Food),F3,3727,230712001A,7.30,83.53,2.91,19.78,0.0,10.2,3.88,16.1,20.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/12/2023,VT28 (Food),F1,3727,230712001A,0.00,95.30,0.23,10.10,0.0,13.4,0.50,10.2,27.0,23.1,25.5,92.4,0,0,0,NC (Off-spec),Jul-23
7/13/2023,Bread,F1,3728,230712002A,0.30,95.02,0.09,9.97,0.0,13.5,0.49,13.5,40.4,33.9,35.6,96.9,64,15.4,496,NC (Off-spec),Jul-23
7/13/2023,Bread,F3,3728,230712002A,0.30,84.44,3.07,14.38,0.0,11.5,2.24,19.5,37.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/13/2023,Bread,F1,3728,230712002A,4.30,95.23,0.10,10.01,0.0,13.3,0.50,13.5,40.5,31.3,36.5,84.2,0,0,0,Pass,Jul-23
7/13/2023,C/P1,F1,3734,230713001A,9.00,95.68,0.07,8.96,0.0,13.4,0.40,12.8,38.9,34.6,36.3,96.1,64,31.92,0,Pass,Jul-23
7/13/2023,C/P1,F1,3734,230713001A,0.00,95.74,0.08,8.00,0.0,13.2,0.41,12.8,38.9,32.3,36.1,89.7,0,0,0,Pass,Jul-23
7/13/2023,C/P1,F3,3734,230713001A,9.00,89.17,1.83,12.58,0.0,11.7,1.41,17.3,42.4,35.8,37.4,96.8,0,0,0,Pass,Jul-23
7/13/2023,C/P1,F1,3734,230713001A,16.10,95.88,0.04,8.94,0.0,13.5,0.40,12.8,37.7,32.7,36.2,90.8,0,0,0,Pass,Jul-23
7/14/2023,VT28,F1,3729,230713003A,0.00,94.25,0.20,9.61,0.0,13.4,0.61,10.8,28.3,24.0,24.7,96.0,0,0,0,NC (Off-spec),Jul-23
7/14/2023,VT28,F1,3729,230713003A,2.00,94.10,0.22,9.67,0.0,13.5,0.61,10.8,27.4,22.5,23.5,95.7,0,0,0,NC (Off-spec),Jul-23
7/14/2023,VT28,F1,3729,230713003A,4.00,94.20,0.12,9.75,0.0,13.5,0.59,10.5,27.5,22.0,23.6,93.2,0,0,0,NC (Off-spec),Jul-23
7/14/2023,VT28,F1,3729,230713003A,6.00,94.08,0.22,9.76,0.0,13.7,0.60,10.6,28.1,22.2,23.2,95.7,0,0,0,NC (Off-spec),Jul-23
7/14/2023,APW,F1,3730,230714001A,8.50,96.04,0.05,8.64,0.0,13.5,0.46,9.7,26.6,23.8,26.7,88.2,59,8.3,0,Pass,Jul-23
7/14/2023,APW,F3,3730,230714001A,8.50,85.73,2.53,13.72,0.0,10.7,2.14,15.5,29.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/14/2023,APW,F1,3730,230714001A,14.30,96.06,0.00,8.64,13.3,13.8,0.45,9.6,27.2,24.1,26.4,92.7,0,0,0,Pass,Jul-23
7/14/2023,Bread,F1,3739,230714002A,17.00,95.34,0.02,9.96,0.0,13.4,0.52,13.6,38.9,34.3,36.8,93.1,66,13.43,581,Pass,Jul-23
7/14/2023,Bread,F3,3739,230714002A,17.00,86.13,2.40,13.33,0.0,10.4,2.42,20.0,38.8,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/14/2023,Bread,F1,3739,230714002A,21.30,95.19,0.08,10.11,0.0,13.0,0.52,13.7,39.3,33.2,36.0,92.2,0,0,0,Pass,Jul-23
7/15/2023,VT28,F1,3735,230714003A,1.00,94.09,0.40,9.21,0.0,13.0,0.65,10.9,27.3,24.2,25.9,93.4,0,0,0,NC (Off-spec),Jul-23
7/15/2023,VT28,F1,3735,230714003A,3.00,94.13,0.39,9.14,0.0,13.1,0.63,10.7,26.9,24.8,26.1,95.0,0,0,0,NC (Off-spec),Jul-23
7/15/2023,VT28,F1,3735,230714003A,5.00,94.01,0.44,9.27,0.0,13.0,0.66,10.9,26.8,24.5,26.4,92.8,0,0,0,NC (Off-spec),Jul-23
7/15/2023,VT28,F1,3735,230714003A,7.10,94.13,0.41,9.22,0.0,13.4,0.65,10.7,26.9,25.2,26.4,95.5,0,0,0,NC (Off-spec),Jul-23
7/15/2023,VT34,F1,3749,230715001A,8.55,93.81,0.50,9.32,13.5,13.9,0.60,13.8,37.5,30.2,34.1,88.6,0,0,0,Pass,Jul-23
7/15/2023,VT34,F1,3749,230715001A,15.00,93.54,0.64,9.53,0.0,13.5,0.62,13.9,37.3,31.1,34.5,91.5,0,0,0,Pass,Jul-23
7/15/2023,VT28,F1,3740,230715002A,18.00,94.12,0.44,8.95,0.0,13.1,0.57,10.9,27.0,26.5,28.1,94.6,0,0,0,Pass,Jul-23
7/15/2023,VT28,F1,3740,230715002A,20.00,94.03,0.44,9.17,0.0,12.9,0.64,11.0,27.9,25.5,29.5,87.9,0,0,0,Pass,Jul-23
7/15/2023,VT28,F1,3740,230715002A,22.00,94.06,0.45,9.16,0.0,12.8,0.63,11.1,27.9,26.9,28.9,92.7,0,0,0,Pass,Jul-23
7/16/2023,VT28,F1,3740,230715002A,0.00,93.94,0.50,9.33,0.0,12.9,0.62,11.0,28.4,25.9,28.0,92.5,0,0,0,Pass,Jul-23
7/16/2023,VT28,F1,3741,230716001A,1.20,94.01,0.39,9.25,0.0,12.9,0.64,11.0,27.8,25.0,29.2,86.2,0,0,0,Pass,Jul-23
7/16/2023,VT28,F1,3741,230716001A,3.20,93.79,0.44,9.42,0.0,13.1,0.63,11.1,28.5,26.6,29.3,91.7,0,0,0,Pass,Jul-23
7/16/2023,VT28,F1,3741,230716001A,5.20,93.93,0.41,9.31,0.0,12.9,0.62,11.1,28.5,24.9,30.0,83.0,0,0,0,Pass,Jul-23
7/16/2023,VT28,F1,3741,230716001A,7.20,93.94,0.44,9.36,0.0,13.0,0.62,11.3,28.7,26.3,30.3,87.7,0,0,0,Pass,Jul-23
7/16/2023,VT28,F1,3756,230716002A,9.00,93.92,0.42,9.80,0.0,13.2,0.64,12.3,31.8,29.9,34.1,87.9,0,0,0,Pass,Jul-23
7/16/2023,VT28,F1,3756,230716002A,14.00,93.89,0.43,9.63,0.0,13.1,0.63,12.2,32.1,28.5,34.2,83.8,0,0,0,Pass,Jul-23
7/16/2023,VT28,F1,3750,230716003A,17.30,93.85,0.45,9.30,0.0,12.8,0.64,11.5,29.2,28.1,31.4,90.7,0,0,0,Pass,Jul-23
7/16/2023,VT28,F1,3750,230716003A,19.30,93.87,0.42,9.29,0.0,12.8,0.63,11.5,29.7,27.8,31.7,86.9,0,0,0,Pass,Jul-23
7/17/2023,VT28,F1,3750,230717001A,10.30,93.69,0.57,9.57,0.0,13.2,0.65,11.5,29.5,24.3,31.4,78.4,0,0,0,Pass,Jul-23
7/17/2023,VT28,F1,3757,230717002A,13.30,93.83,0.53,9.52,0.0,13.1,0.68,11.9,30.0,28.0,33.0,84.9,0,0,0,Pass,Jul-23
7/17/2023,VT28,F1,3757,230717002A,15.30,93.84,0.54,9.48,0.0,13.1,0.67,11.9,29.7,24.8,33.4,75.2,0,0,0,Pass,Jul-23
7/17/2023,VT28,F1,3757,230717002A,17.30,93.80,0.59,9.39,0.0,13.4,0.66,11.5,28.9,23.5,33.1,71.2,0,0,0,Pass,Jul-23
7/17/2023,C/P1,F1,3759,230717003A,22.30,95.75,0.08,8.97,0.0,13.4,0.43,13.0,37.7,32.9,35.9,91.4,65,34.18,0,Pass,Jul-23
7/17/2023,C/P1,F3,3759,230717003A,22.30,89.90,1.44,12.05,0.0,11.6,1.32,17.1,42.5,35.5,36.6,98.6,0,0,0,Pass,Jul-23
7/18/2023,VT28,F1,3758,230718001A,6.30,95.84,0.09,8.81,0.0,13.0,0.66,11.8,30.4,25.7,31.2,80.3,0,0,0,Pass,Jul-23
7/18/2023,VT28,F1,3758,230718001A,8.30,94.15,0.43,9.12,0.0,13.5,0.65,11.7,29.7,28.8,30.6,96.0,0,0,0,Pass,Jul-23
7/18/2023,VT28,F1,3758,230718001A,10.30,94.17,0.39,9.69,0.0,13.4,0.63,11.6,29.6,27.4,28.9,94.5,0,0,0,Pass,Jul-23
7/18/2023,VT28,F1,3758,230718001A,12.30,93.99,0.53,9.36,0.0,13.5,0.67,11.7,29.9,26.4,33.0,80.0,0,0,0,Pass,Jul-23
7/18/2023,C/P1,F1,3762,230718002A,3.00,95.91,0.09,8.88,0.0,13.4,0.44,13.0,37.9,31.5,35.3,90.0,0,0,0,Pass,Jul-23
7/18/2023,C/P1,F1,3762,230718002A,15.30,96.01,0.07,8.76,0.0,13.5,0.39,12.8,38.6,32.2,36.1,89.4,66,33.4,0,Pass,Jul-23
7/18/2023,C/P1,F3,3762,230718002A,15.30,89.76,1.47,12.20,0.0,11.8,1.28,17.5,43.1,38.1,40.4,95.3,0,0,0,Pass,Jul-23
7/18/2023,C/P1,F1,3762,230718002A,15.30,96.11,0.11,8.75,0.0,13.4,0.38,12.8,37.8,32.2,36.1,89.4,0,0,0,Pass,Jul-23
7/18/2023,C/P1,F1,3762,230718002A,17.20,96.11,0.05,8.72,13.5,13.9,0.39,12.8,38.7,33.6,36.3,93.3,65,0,0,Pass,Jul-23
7/18/2023,C/P1,F1,3762,230718002A,22.00,95.87,0.05,8.84,13.4,13.8,0.43,12.5,37.2,34.7,35.4,99.1,0,0,0,Pass,Jul-23
7/18/2023,VT28,F1,3760,230718003A,23.30,94.36,0.42,8.96,0.0,13.5,0.64,11.5,29.7,29.9,31.4,96.5,0,0,0,Pass,Jul-23
7/19/2023,VT28,F1,3760,230718003A,1.30,94.16,0.49,9.07,0.0,13.4,0.66,11.4,29.6,29.9,32.3,93.4,0,0,0,Pass,Jul-23
7/19/2023,VT28,F1,3760,230718003A,3.30,94.24,0.49,9.11,0.0,13.5,0.67,11.5,29.7,27.6,31.8,86.3,0,0,0,Pass,Jul-23
7/19/2023,VT28,F1,3760,230718003A,5.30,93.87,0.55,9.29,0.0,13.5,0.69,11.7,30.1,29.9,31.7,93.4,0,0,0,Pass,Jul-23
7/19/2023,APW,F1,3774,230719001A,8.30,96.06,0.11,8.69,0.0,13.5,0.47,9.5,26.3,24.7,31.7,92.0,61,7.07,0,Pass,Jul-23
7/19/2023,APW,F1,3774,230719001A,0.00,96.06,0.05,8.72,0.0,13.5,0.49,9.6,26.8,24.7,26.3,95.0,0,0,0,Pass,Jul-23
7/19/2023,APW,F3,3774,230719001A,0.00,88.24,1.92,13.16,0.0,11.0,1.77,13.8,27.8,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/19/2023,APW,F1,3774,230719001A,11.30,0.00,0.00,0.00,13.2,13.7,0.50,9.7,26.8,0.0,0.0,0.0,58,8.1,0,Pass,Jul-23
7/19/2023,APW,F1,3774,230719001A,13.36,95.97,0.01,8.62,0.0,13.5,0.50,9.7,26.7,23.5,26.9,87.0,0,0,0,Pass,Jul-23
7/19/2023,Bread,F1,3775,230719002A,16.40,95.13,0.06,9.92,0.0,13.5,0.51,13.5,38.5,33.7,36.0,93.8,66,13.43,545,Pass,Jul-23
7/19/2023,Bread,F3,3775,230719002A,16.40,84.98,2.76,14.26,0.0,10.5,2.40,20.4,40.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/19/2023,Bread,F1,3775,230719002A,20.00,95.10,0.03,10.06,0.0,13.2,0.55,13.4,38.6,33.2,36.4,92.2,0,0,0,Pass,Jul-23
7/19/2023,VT28,F1,3761,230719003A,23.30,93.93,0.54,9.31,0.0,12.9,0.66,11.7,30.1,29.3,32.9,88.8,0,0,0,Pass,Jul-23
7/20/2023,VT28,F1,3761,230719003A,1.30,93.83,0.52,9.44,0.0,12.8,0.69,11.8,29.9,26.3,32.2,82.2,0,0,0,Pass,Jul-23
7/20/2023,VT28,F1,3761,230719003A,3.30,93.74,0.54,9.37,12.9,12.7,0.68,11.6,29.3,26.7,32.5,83.4,0,0,0,Pass,Jul-23
7/20/2023,VT28,F1,3761,230719003A,5.30,93.86,0.51,9.37,0.0,12.9,0.67,11.7,29.7,26.9,31.7,84.1,0,0,0,Pass,Jul-23
7/20/2023,VT28 (Food),F1,3776,230720001A,7.30,94.83,0.17,10.32,0.0,13.2,0.52,10.5,26.7,24.9,25.7,95.8,59,2.75,0,NC (Off-spec),Jul-23
7/20/2023,VT28 (Food),F3,3776,230720001A,7.30,83.17,5.01,14.07,0.0,9.6,3.91,16.6,23.8,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/20/2023,VT28 (Food),F1,3776,230720001A,10.55,94.87,0.11,10.45,0.0,13.4,0.56,10.7,26.8,23.1,25.5,92.4,0,0,0,NC (Off-spec),Jul-23
7/20/2023,VT28,F1,3763,230720002A,13.30,94.09,0.49,9.15,0.0,13.5,0.65,11.6,30.1,29.9,33.4,90.6,0,0,0,Pass,Jul-23
7/20/2023,VT28,F1,3763,230720002A,15.30,94.10,0.49,9.24,0.0,13.4,0.62,11.8,30.0,26.7,33.4,80.9,0,0,0,Pass,Jul-23
7/20/2023,VT28,F1,3763,230720002A,17.30,94.01,0.46,9.11,0.0,13.5,0.64,11.6,29.9,23.5,33.5,71.2,0,0,0,Pass,Jul-23
7/20/2023,VT28,F1,3764,230720003A,20.30,94.05,0.54,9.07,0.0,13.5,0.63,11.6,29.8,26.0,33.2,78.8,0,0,0,Pass,Jul-23
7/20/2023,VT28,F1,3764,230720003A,22.30,94.09,0.56,8.98,0.0,13.4,0.65,11.6,29.3,27.5,33.0,83.3,0,0,0,Pass,Jul-23
7/21/2023,VT28,F1,3764,230720003A,0.30,94.06,0.56,9.06,0.0,13.3,0.65,11.7,29.9,25.9,32.5,80.9,0,0,0,Pass,Jul-23
7/21/2023,VT28,F1,3764,230720003A,2.30,93.99,0.57,9.06,0.0,13.2,0.66,11.6,29.8,28.3,32.2,85.8,0,0,0,Pass,Jul-23
7/21/2023,VT28,F1,3778,230721001A,6.30,93.88,0.62,9.21,0.0,13.2,0.69,11.7,30.1,26.9,32.2,84.1,0,0,0,Pass,Jul-23
7/22/2023,Bread,F1,3777,230721002A,1.30,95.46,0.06,9.71,13.6,13.6,0.50,13.5,38.7,33.6,35.2,95.6,65,22.92,466,NC (Off-spec),Jul-23
7/22/2023,Bread,F3,3777,230721002A,1.30,86.06,2.49,13.08,0.0,11.5,2.13,19.2,39.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/22/2023,Bread,F1,3777,230721002A,5.00,95.44,0.08,10.01,13.6,13.7,0.52,13.4,39.1,30.9,35.5,88.3,0,0,0,NC (Off-spec),Jul-23
7/22/2023,Bread,F1,3777,230721002A,9.20,0.00,0.00,0.00,13.6,13.7,0.50,13.5,38.5,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/22/2023,VT28,F1,3778,230721001A,22.00,94.60,0.48,8.79,0.0,13.5,0.65,11.4,29.8,27.0,31.4,87.1,0,0,0,Pass,Jul-23
7/23/2023,VT28,F1,3778,230722001A,0.00,94.63,0.49,8.77,0.0,13.5,0.64,11.3,29.6,29.0,30.8,93.6,0,0,0,Pass,Jul-23
7/23/2023,VT28,F1,3778,230722001A,3.00,94.46,0.54,8.83,0.0,13.4,0.67,11.4,29.4,26.6,31.5,85.8,0,0,0,Pass,Jul-23
7/23/2023,VT28,F1,3778,230722001A,5.00,94.53,0.50,8.78,0.0,13.3,0.65,11.2,29.3,28.2,31.1,91.0,0,0,0,Pass,Jul-23
7/24/2023,VT28,F1,3782,230724002A,0.00,94.38,0.43,9.23,0.0,13.6,0.60,12.0,29.4,28.4,29.9,94.7,0,0,0,Pass,Jul-23
7/24/2023,VT28,F1,3782,230724002A,10.40,94.31,0.42,9.19,0.0,13.4,0.68,11.6,29.8,30.0,31.4,96.8,0,0,0,Pass,Jul-23
7/24/2023,VT28,F1,3782,230724002A,17.00,94.36,0.34,9.24,0.0,13.5,0.56,12.8,31.9,28.5,28.9,98.3,0,0,0,Pass,Jul-23
7/24/2023,VT28,F1,3788,230724003A,21.00,94.41,0.34,9.15,13.8,13.8,0.56,13.4,33.0,29.6,30.9,95.5,0,0,0,NC (Off-spec),Jul-23
7/24/2023,VT28,F1,3782,230724002A,0.00,94.10,0.47,9.46,0.0,13.4,0.63,11.7,29.9,27.4,27.7,97.9,0,0,0,Pass,Jul-23
7/24/2023,VT28,F1,3782,230724002A,0.00,94.08,0.42,9.43,0.0,13.5,0.62,12.3,31.2,27.0,28.6,94.4,0,0,0,Pass,Jul-23
7/24/2023,VT28,F1,3782,230724002A,0.00,94.30,0.38,9.30,0.0,13.6,0.59,12.5,30.9,26.9,28.3,95.1,0,0,0,Pass,Jul-23
7/24/2023,VT28,F1,3782,230724002A,0.00,94.36,0.36,9.22,0.0,13.6,0.59,12.7,31.8,27.2,28.1,96.8,0,0,0,Pass,Jul-23
7/24/2023,VT28,F1,3782,230724002A,0.00,94.27,0.40,9.35,0.0,13.6,0.58,12.6,31.8,27.4,28.4,96.5,0,0,0,Pass,Jul-23
7/24/2023,VT28,F1,3782,230724002A,0.00,94.26,0.40,9.30,0.0,13.5,0.59,12.7,31.7,27.4,29.0,94.5,0,0,0,Pass,Jul-23
7/25/2023,VT28,F1,3786,230723003A,0.30,94.13,0.16,8.42,0.0,13.7,0.57,13.0,32.1,29.0,29.7,96.7,0,0,0,Pass,Jul-23
7/25/2023,VT28,F1,3792,230725001A,7.00,94.21,0.31,9.35,14.0,14.1,0.62,10.9,28.1,25.7,26.5,98.9,0,0,0,NC (Off-spec),Jul-23
