PO,MaterialNO,MaterialDescription,Batch,Date,Movementtype,Storagelocation,Qtyinbaseun.+sign(MEINS),Quantity(/CWM/MEINS),Quantity,Note
3187,3100000096,WIP,2303200070,04/03/2023,262,3001,-10,-225,-225,REPROCESS
3187,3100000096,WIP,2303290030,04/03/2023,262,3001,-8,-180,-180,REPROCESS
3187,3100000096,WIP,2303290050,04/03/2023,262,3001,-10,-225,-225,REPROCESS
3187,3100000096,WIP,2303300010,04/03/2023,262,3001,-10,-225,-225,REPROCESS
3187,3100000096,WIP,2303300020,04/03/2023,262,3001,-10,-225,-225,REPROCESS
3187,3100000096,WIP,230331002,04/03/2023,262,3001,-10,-225,-225,REPROCESS
3187,3100000096,WIP,2304020030,04/03/2023,262,3001,-10,-225,-225,REPROCESS
3187,3100000096,WIP,2304004002,04/03/2023,262,3001,-10,-225,-225,REPROCESS
3187,3100000096,WIP,2304040030,04/03/2023,262,3001,-10,-225,-225,REPROCESS
3187,3100000096,WIP,2304040050,04/03/2023,262,3001,-10,-225,-225,REPROCESS
3187,3100000096,WIP,230404060,04/03/2023,262,3001,-5,-112.5,-112.5,REPROCESS
3187,3100000117,WIP,2303080010,04/03/2023,261,3001,68,0,68,REPROCESS
3187,3100000117,WIP,2303080020,04/03/2023,261,3001,66.5,0,66.5,REPROCESS
3187,3100000117,WIP,2303120020,04/03/2023,261,3001,214.78,0,214.78,REPROCESS
3188,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2303110003,04/01/2023,261,3101,9920.2,0,9920.2,1
3188,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2303110004,04/01/2023,261,3101,24388.6,0,24388.6,1
3188,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2303110005,04/01/2023,261,3101,24418.15,0,24418.15,1
3188,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2303110006,04/01/2023,261,3101,1846.05,0,1846.05,1
3188,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2303290001,04/01/2023,261,3101,569,0,569,1
3188,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302110004,04/01/2023,261,3106,22520.53,0,22520.53,
3188,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302110005,04/01/2023,261,3106,3882.47,0,3882.47,
3188,3100000002,PL-C/P (NOODLE),230403001A,04/03/2023,101,3406,-55199,0,-55199,
3188,3100000025,F3-HIGH,230403002A,04/03/2023,101,3401,-12334,0,-12334,
3188,3100000074,WHEAT BRAN,230403001A,04/03/2023,101,4601,-15599,0,-15599,
3188,3100000080,Start up flour,230403001A,04/03/2023,101,3921,-2098,0,-2098,
3191,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2212130002,04/03/2023,261,3101,24795.45,0,24795.45,1
3191,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2212130003,04/03/2023,261,3101,25610,0,25610,1
3191,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2212130004,04/03/2023,261,3101,25610,0,25610,1
3191,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2212130005,04/03/2023,261,3101,9887.55,0,9887.55,1
3191,3100000022,PL-APW 10.5%,230404001A,04/04/2023,101,3409,-60119,0,-60119,
3191,3100000024,F3-LOW,230404002A,04/04/2023,101,3403,-6085,0,-6085,
3191,3100000074,WHEAT BRAN,230404001A,04/04/2023,101,4601,-15329,0,-15329,
3191,3100000080,Start up flour,230404001A,04/04/2023,101,3921,-2669,0,-2669,
3192,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302110005,04/03/2023,261,3106,22781.48,0,22781.48,
3192,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302110006,04/03/2023,261,3106,27698.2,0,27698.2,
3192,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302110007,04/03/2023,261,3106,26417.7,0,26417.7,
3192,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302110008,04/03/2023,261,3106,6833.62,0,6833.62,
3192,3100000013,PL-VT34,230404002A,04/04/2023,101,3405,-68679,0,-68679,
3192,3100000013,PL-VT34,230404002A,04/04/2023,101,3405,-5399,0,-5399,Start up flour (GR)
3192,3100000074,WHEAT BRAN,230404001A,04/04/2023,101,4601,-20000,0,-20000,
3192,3100000074,WHEAT BRAN,230404002A,04/04/2023,101,4601,-15549,0,-15549,
3192,3100000074,WHEAT BRAN,230404001A,04/04/2023,102,4601,20000,0,20000,
3192,3100000080,Start up flour,230404002A,04/04/2023,101,3921,-2700,0,-2700,
3192,3100000080,Cleaning Flour,230404001A,04/04/2023,261,3921,257,0,257,Start up flour (GI)
3192,3100000080,Cleaning Flour,230404002A,04/04/2023,261,3921,2700,0,2700,Start up flour (GI)
3192,3100000080,Cleaning Flour,230405002A,04/04/2023,261,3921,2442,0,2442,Start up flour (GI)
3192,3100000096,WIP,2302160021,04/04/2023,261,3001,2,45,45,REPROCESS
3192,3100000096,WIP,2302200021,04/04/2023,261,3001,1,22.5,22.5,REPROCESS
3192,3100000096,WIP,2302230031,04/04/2023,261,3001,2,45,45,REPROCESS
3192,3100000096,WIP,2303080021,04/04/2023,261,3001,92,2070,2070,REPROCESS
3192,3100000117,WIP,2303120020,04/04/2023,261,3001,155.72,0,155.72,REPROCESS
3192,3100000117,WIP,2303270010,04/04/2023,261,3001,394.28,0,394.28,REPROCESS
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030011,04/03/2023,261,3101,1271.85,0,1271.85,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030012,04/03/2023,261,3101,13257.15,0,13257.15,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030016,04/03/2023,261,3101,6740.28,0,6740.28,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030017,04/03/2023,261,3101,26516.2,0,26516.2,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030018,04/03/2023,261,3101,26860.95,0,26860.95,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030019,04/03/2023,261,3101,2478.57,0,2478.57,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302110008,04/03/2023,261,3101,18313.655,0,18313.655,
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302110009,04/03/2023,261,3101,26929.9,0,26929.9,
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302110010,04/03/2023,261,3101,26668.875,0,26668.875,
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230001,04/03/2023,261,3101,5212.57,0,5212.57,
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030011,04/03/2023,262,3101,-1271.85,0,-1271.85,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030012,04/03/2023,262,3101,-13257.15,0,-13257.15,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030016,04/03/2023,262,3101,-6740.28,0,-6740.28,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030017,04/03/2023,262,3101,-26516.2,0,-26516.2,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030018,04/03/2023,262,3101,-26860.95,0,-26860.95,1
3202,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302030019,04/03/2023,262,3101,-2478.57,0,-2478.57,1
3202,3100000013,PL-VT34,230404002A,04/04/2023,101,3404,-61529,0,-61529,
3202,3100000013,PL-VT34,230404002A,04/04/2023,101,3405,-1230,0,-1230,
3202,3100000074,WHEAT BRAN,230404003A,04/04/2023,101,4601,-14248,0,-14248,
3202,3100000096,WIP,2303080021,04/04/2023,261,3001,9,202.5,202.5,REPROCESS
3202,3100000096,WIP,2303090021,04/04/2023,261,3001,1,22.5,22.5,REPROCESS
3202,3100000096,WIP,2304010010,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2304010030,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,230404060,04/04/2023,261,3001,5,112.5,112.5,REPROCESS
3202,3100000096,WIP,2304050020,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2304060020,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2304070020,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2304070030,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2304080010,04/04/2023,261,3001,7,157.5,157.5,REPROCESS
3202,3100000096,WIP,2303080021,04/04/2023,261,3001,9,202.5,202.5,REPROCESS
3202,3100000096,WIP,2303090021,04/04/2023,261,3001,1,22.5,22.5,REPROCESS
3202,3100000096,WIP,2304010010,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2304010030,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,230404060,04/04/2023,261,3001,5,112.5,112.5,REPROCESS
3202,3100000096,WIP,2304050020,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2304060020,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2304070020,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2304070030,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2304080010,04/04/2023,261,3001,7,157.5,157.5,REPROCESS
3202,3100000096,WIP,2301260021,04/04/2023,261,3001,20,450,450,REPROCESS
3202,3100000096,WIP,2302230031,04/04/2023,261,3001,1,22.5,22.5,REPROCESS
3202,3100000096,WIP,2302240011,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2302250031,04/04/2023,261,3001,3,75,75,REPROCESS
3202,3100000096,WIP,2303030011,04/04/2023,261,3001,3,67.5,67.5,REPROCESS
3202,3100000096,WIP,2303030013,04/04/2023,261,3001,1,22.5,22.5,REPROCESS
3202,3100000096,WIP,2303080021,04/04/2023,261,3001,9,202.5,202.5,REPROCESS
3202,3100000096,WIP,2303090021,04/04/2023,261,3001,1,22.5,22.5,REPROCESS
3202,3100000096,WIP,2303090041,04/04/2023,261,3001,1,22.5,22.5,REPROCESS
3202,3100000096,WIP,2303200070,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2303290030,04/04/2023,261,3001,8,180,180,REPROCESS
3202,3100000096,WIP,2303290050,04/04/2023,261,3001,10,225,225,REPROCESS
3202,3100000096,WIP,2303300010,04/04/2023,261,3001,5,112.5,112.5,REPROCESS
3202,3100000096,WIP,2303080021,04/04/2023,262,3001,-9,-202.5,-202.5,REPROCESS
3202,3100000096,WIP,2303090021,04/04/2023,262,3001,-1,-22.5,-22.5,REPROCESS
3202,3100000096,WIP,2304010010,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,2304010030,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,230404060,04/04/2023,262,3001,-5,-112.5,-112.5,REPROCESS
3202,3100000096,WIP,2304050020,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,2304060020,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,2304070020,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,2304070030,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,2304080010,04/04/2023,262,3001,-7,-157.5,-157.5,REPROCESS
3202,3100000096,WIP,2303080021,04/04/2023,262,3001,-9,-202.5,-202.5,REPROCESS
3202,3100000096,WIP,2303090021,04/04/2023,262,3001,-1,-22.5,-22.5,REPROCESS
3202,3100000096,WIP,2304010010,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,2304010030,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,230404060,04/04/2023,262,3001,-5,-112.5,-112.5,REPROCESS
3202,3100000096,WIP,2304050020,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,2304060020,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,2304070020,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,2304070030,04/04/2023,262,3001,-10,-225,-225,REPROCESS
3202,3100000096,WIP,2304080010,04/04/2023,262,3001,-7,-157.5,-157.5,REPROCESS
3203,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230001,04/04/2023,261,3101,18412.655,0,18412.655,
3203,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230002,04/04/2023,261,3101,26398,0,26398,
3203,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230003,04/04/2023,261,3101,25797.15,0,25797.15,
3203,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230004,04/04/2023,261,3101,11484.195,0,11484.195,
3203,3100000013,PL-VT34,230405001A,04/05/2023,101,3404,-21840,0,-21840,
3203,3100000013,PL-VT34,230405001A,04/05/2023,101,3405,-45990,0,-45990,
3203,3100000074,WHEAT BRAN,230405001A,04/05/2023,101,4601,-14861,0,-14861,
3203,3100000096,WIP,2301130021,04/05/2023,261,3001,15,375,375,REPROCESS
3203,3100000096,WIP,2301260021,04/05/2023,261,3001,51,1147.5,1147.5,REPROCESS
3203,3100000096,WIP,2301130021,04/05/2023,262,3001,-15,-375,-375,REPROCESS
3203,3100000096,WIP,2301260021,04/05/2023,262,3001,-51,-1147.5,-1147.5,REPROCESS
3203,3100000117,WIP,2302270010,04/05/2023,261,3001,136,0,136,REPROCESS
3203,3100000117,WIP,2302270011,04/05/2023,261,3001,113,0,113,REPROCESS
3203,3100000117,WIP,2302270030,04/05/2023,261,3001,136,0,136,REPROCESS
3203,3100000117,WIP,2303280010,04/05/2023,261,3001,228.43,0,228.43,REPROCESS
3203,3100000117,WIP,2303100010,04/05/2023,261,3001,158,0,158,REPROCESS
3203,3100000117,WIP,2303290010,04/05/2023,261,3001,713.57,0,713.57,REPROCESS
3204,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230004,04/04/2023,261,3101,14564.13,0,14564.13,
3204,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230005,04/04/2023,261,3101,10953.87,0,10953.87,
3204,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010008,04/04/2023,261,3106,27618.07,0,27618.07,
3204,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010009,04/04/2023,261,3106,27969.2,0,27969.2,
3204,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010010,04/04/2023,261,3106,3551.73,0,3551.73,
3204,3100000011,PL-VT28,230405002A,04/05/2023,101,3412,-67491,0,-67491,
3204,3100000011,PL-VT28,230405002A,04/05/2023,101,3412,-2759,0,-2759,Start up flour (GR)
3204,3100000074,WHEAT BRAN,230405002A,04/05/2023,101,4601,-15499,0,-15499,
3204,3100000080,Start up flour,230405002A,04/05/2023,101,3921,-2759,0,-2759,
3204,3100000080,Cleaning Flour,230407002A,04/05/2023,261,3921,907,0,907,Start up flour (GI)
3204,3100000080,Cleaning Flour,230408002A,04/05/2023,261,3921,1852,0,1852,Start up flour (GI)
3204,3100000096,WIP,2301260021,04/05/2023,261,3001,52,1170,1170,REPROCESS
3204,3100000096,WIP,2302230031,04/05/2023,261,3001,1,22.5,22.5,REPROCESS
3204,3100000096,WIP,2302250031,04/05/2023,261,3001,3,75,75,REPROCESS
3204,3100000096,WIP,2303030013,04/05/2023,261,3001,1,22.5,22.5,REPROCESS
3204,3100000096,WIP,2303300011,04/05/2023,261,3001,23,517.5,517.5,REPROCESS
3204,3100000096,WIP,2304080010,04/05/2023,261,3001,3,67.5,67.5,REPROCESS
3204,3100000096,WIP,2304080020,04/05/2023,261,3001,10,225,225,REPROCESS
3204,3100000096,WIP,2304080030,04/05/2023,261,3001,10,225,225,REPROCESS
3204,3100000096,WIP,2304080040,04/05/2023,261,3001,10,225,225,REPROCESS
3204,3100000096,WIP,2304170010,04/05/2023,261,3001,10,225,225,REPROCESS
3204,3100000096,WIP,2304180020,04/05/2023,261,3001,3,67.5,67.5,REPROCESS
3204,3100000096,WIP,2302270011,04/05/2023,261,3001,18,405,405,REPROCESS
3204,3100000096,WIP,2302230031,04/05/2023,262,3001,-1,-22.5,-22.5,REPROCESS
3204,3100000096,WIP,2302250031,04/05/2023,262,3001,-3,-75,-75,REPROCESS
3204,3100000096,WIP,2303030013,04/05/2023,262,3001,-1,-22.5,-22.5,REPROCESS
3204,3100000096,WIP,2303300011,04/05/2023,262,3001,-23,-517.5,-517.5,REPROCESS
3204,3100000096,WIP,2304080010,04/05/2023,262,3001,-3,-67.5,-67.5,REPROCESS
3204,3100000096,WIP,2304080020,04/05/2023,262,3001,-10,-225,-225,REPROCESS
3204,3100000096,WIP,2304080030,04/05/2023,262,3001,-10,-225,-225,REPROCESS
3204,3100000096,WIP,2304080040,04/05/2023,262,3001,-10,-225,-225,REPROCESS
3204,3100000096,WIP,2304170010,04/05/2023,262,3001,-10,-225,-225,REPROCESS
3204,3100000096,WIP,2304180020,04/05/2023,262,3001,-3,-67.5,-67.5,REPROCESS
3204,3100000096,WIP,2301260021,04/05/2023,262,3001,-52,-1170,-1170,REPROCESS
3204,3100000096,WIP,2302270011,04/05/2023,262,3001,-18,-405,-405,REPROCESS
3204,3100000117,WIP,2303290010,04/05/2023,261,3001,45.43,0,45.43,REPROCESS
3204,3100000117,WIP,2303290011,04/05/2023,261,3001,755,0,755,REPROCESS
3204,3100000117,WIP,2303290050,04/05/2023,261,3001,113,0,113,REPROCESS
3204,3100000117,WIP,2303200030,04/05/2023,261,3001,133,0,133,REPROCESS
3204,3100000117,WIP,2303250030,04/05/2023,261,3001,295,0,295,REPROCESS
3204,3100000117,WIP,2304030010,04/05/2023,261,3001,235,0,235,REPROCESS
3204,3100000117,WIP,2304050010,04/05/2023,261,3001,824,0,824,REPROCESS
3204,3100000117,WIP,2304060010,04/05/2023,261,3001,26,0,26,REPROCESS
3204,3100000117,WIP,2304180010,04/05/2023,261,3001,239.5,0,239.5,REPROCESS
3204,3100000117,WIP,2304190010,04/05/2023,261,3001,169.07,0,169.07,REPROCESS
3204,3100000117,WIP,2302220032,04/05/2023,261,3001,10,0,10,REPROCESS
3204,3100000117,WIP,2303290011,04/05/2023,261,3001,334.02,0,334.02,REPROCESS
3204,3100000117,WIP,2303290050,04/05/2023,261,3001,113,0,113,REPROCESS
3204,3100000117,WIP,2303200030,04/05/2023,261,3001,133,0,133,REPROCESS
3204,3100000117,WIP,2303250030,04/05/2023,261,3001,295,0,295,REPROCESS
3204,3100000117,WIP,2304030010,04/05/2023,261,3001,235,0,235,REPROCESS
3204,3100000117,WIP,2304050010,04/05/2023,261,3001,824,0,824,REPROCESS
3204,3100000117,WIP,2304060010,04/05/2023,261,3001,26,0,26,REPROCESS
3204,3100000117,WIP,2304180010,04/05/2023,261,3001,239.5,0,239.5,REPROCESS
3204,3100000117,WIP,2304190010,04/05/2023,261,3001,221.5,0,221.5,REPROCESS
3204,3100000117,WIP,2303290010,04/05/2023,262,3001,-45.43,0,-45.43,REPROCESS
3204,3100000117,WIP,2303290011,04/05/2023,262,3001,-755,0,-755,REPROCESS
3204,3100000117,WIP,2303290050,04/05/2023,262,3001,-113,0,-113,REPROCESS
3204,3100000117,WIP,2303200030,04/05/2023,262,3001,-133,0,-133,REPROCESS
3204,3100000117,WIP,2303250030,04/05/2023,262,3001,-295,0,-295,REPROCESS
3204,3100000117,WIP,2304030010,04/05/2023,262,3001,-235,0,-235,REPROCESS
3204,3100000117,WIP,2304050010,04/05/2023,262,3001,-824,0,-824,REPROCESS
3204,3100000117,WIP,2304060010,04/05/2023,262,3001,-26,0,-26,REPROCESS
3204,3100000117,WIP,2304180010,04/05/2023,262,3001,-239.5,0,-239.5,REPROCESS
3204,3100000117,WIP,2304190010,04/05/2023,262,3001,-169.07,0,-169.07,REPROCESS
3205,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212010002,04/04/2023,261,3106,1367.945,0,1367.945,1
3205,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212010003,04/04/2023,261,3106,41049.055,0,41049.055,1
3205,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212010007,04/04/2023,261,3106,123,0,123,
3205,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212010008,04/04/2023,261,3106,7881.47,0,7881.47,
3205,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212020001,04/04/2023,261,3106,34412.53,0,34412.53,
3205,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212010002,04/04/2023,262,3106,-1367.945,0,-1367.945,1
3205,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212010003,04/04/2023,262,3106,-41049.055,0,-41049.055,1
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230007,04/04/2023,261,3103,8985.465,0,8985.465,1
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230008,04/04/2023,261,3103,24019.225,0,24019.225,1
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230009,04/04/2023,261,3103,9383.31,0,9383.31,1
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230007,04/04/2023,261,3103,8813.465,0,8813.465,
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230008,04/04/2023,261,3103,24019.225,0,24019.225,
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230009,04/04/2023,261,3103,22.31,0,22.31,
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230011,04/04/2023,261,3107,17318.175,0,17318.175,1
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230012,04/04/2023,261,3107,25069.825,0,25069.825,1
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230012,04/04/2023,261,3107,9533,0,9533,
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230007,04/04/2023,262,3103,-8985.465,0,-8985.465,1
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230008,04/04/2023,262,3103,-24019.225,0,-24019.225,1
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230009,04/04/2023,262,3103,-9383.31,0,-9383.31,1
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230011,04/04/2023,262,3107,-17318.175,0,-17318.175,1
3205,3200000016,RM-NS14-NORTHERN SPRING14%,2208230012,04/04/2023,262,3107,-25069.825,0,-25069.825,1
3205,3100000001,PL-DNS (BREAD),230406002A,04/06/2023,101,3410,-57930,0,-57930,
3205,3100000024,F3-LOW,230406003A,04/06/2023,101,3403,-3671,0,-3671,
3205,3100000074,WHEAT BRAN,230406002A,04/06/2023,101,4601,-15588,0,-15588,
3205,3100000080,Start up flour,230406002A,04/06/2023,101,3921,-2879,0,-2879,
3206,3100000013,PL-VT34,230405001A,04/05/2023,101,3405,-60240,0,-60240,
3206,3100000074,WHEAT BRAN,230405003A,04/05/2023,101,4601,-14309,0,-14309,
3206,3100000080,Start up flour,230405003A,04/05/2023,101,3921,-2638,0,-2638,
3206,3100000096,WIP,2302270011,04/05/2023,261,3001,20,450,450,REPROCESS
3206,3100000096,WIP,2304190010,04/05/2023,261,3001,10,225,225,REPROCESS
3206,3100000096,WIP,2304190030,04/05/2023,261,3001,2,45,45,REPROCESS
3206,3100000096,WIP,2302270011,04/05/2023,262,3001,-20,-450,-450,REPROCESS
3206,3100000117,WIP,2302270030,04/05/2023,261,3001,136,0,136,REPROCESS
3206,3100000117,WIP,2303180040,04/05/2023,261,3001,245,0,245,REPROCESS
3206,3100000117,WIP,2303270010,04/05/2023,261,3001,21,0,21,REPROCESS
3206,3100000117,WIP,2303280010,04/05/2023,261,3001,53.07,0,53.07,REPROCESS
3206,3100000117,WIP,2302270030,04/05/2023,262,3001,-136,0,-136,REPROCESS
3206,3100000117,WIP,2303180040,04/05/2023,262,3001,-245,0,-245,REPROCESS
3206,3100000117,WIP,2303270010,04/05/2023,262,3001,-21,0,-21,REPROCESS
3206,3100000117,WIP,2303280010,04/05/2023,262,3001,-53.07,0,-53.07,REPROCESS
3206,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230005,04/05/2023,261,3101,14838.355,0,14838.355,
3206,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230006,04/05/2023,261,3101,26792,0,26792,
3206,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230007,04/05/2023,261,3101,25836.55,0,25836.55,
3206,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302230008,04/05/2023,261,3101,9976.095,0,9976.095,
3210,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212020001,04/06/2023,261,3101,16445.975,0,16445.975,
3210,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212020002,04/06/2023,261,3101,26733.025,0,26733.025,
3210,3200000016,RM-NS14-NORTHERN SPRING14%,2208230009,04/06/2023,261,3103,25380.84,0,25380.84,1
3210,3200000016,RM-NS14-NORTHERN SPRING14%,2208230010,04/06/2023,261,3103,17841.16,0,17841.16,1
3210,3100000001,PL-DNS (BREAD),230408002A,04/08/2023,101,3410,-57181,0,-57181,
3210,3100000024,F3-LOW,230408003A,04/08/2023,101,3403,-5004,0,-5004,
3210,3100000074,WHEAT BRAN,230408002A,04/08/2023,101,4601,-100000,0,-100000,
3210,3100000074,WHEAT BRAN,230408002A,04/08/2023,101,4601,-15827,0,-15827,
3210,3100000074,WHEAT BRAN,230408002A,04/08/2023,102,4601,100000,0,100000,
3210,3100000080,Start up flour,230408002A,04/08/2023,101,3921,-2516,0,-2516,
3211,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2302110008,04/05/2023,261,3106,1561,0,1561,
3211,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303280004,04/05/2023,261,3106,33629.025,0,33629.025,
3211,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303280005,04/05/2023,261,3106,20731.975,0,20731.975,
3211,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303280003,04/05/2023,261,3107,19846,0,19846,
3211,3100000013,PL-VT34,230406003A,04/06/2023,101,3411,-62190,0,-62190,
3211,3100000013,PL-VT34,230406003A,04/06/2023,101,3411,-2879,0,-2879,Start up flour (GR)
3211,3100000074,WHEAT BRAN,230406003A,04/06/2023,101,4601,-14677,0,-14677,
3211,3100000080,Cleaning Flour,230409002A,04/06/2023,261,3921,1858,0,1858,Start up flour (GI)
3211,3100000080,Cleaning Flour,230417001A,04/06/2023,261,3921,1021,0,1021,Start up flour (GI)
3212,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303280003,04/06/2023,261,3107,3533.675,0,3533.675,1
3212,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303280004,04/06/2023,261,3107,20063.325,0,20063.325,1
3212,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303280005,04/06/2023,261,3107,4518.65,0,4518.65,1
3212,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303280006,04/06/2023,261,3107,26836.325,0,26836.325,1
3212,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303280007,04/06/2023,261,3107,20773.025,0,20773.025,1
