Order,Material,Material Description,Batch,Posting Date,Movement type,Storage location,Qty in base un. + sign (MEINS),Quantity (/CWM/MEINS),Quatity,Unloading Point
3422,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240001,23-05-19,261,3106,"15,171.000",0.000,"15,171.000",1
3422,3100000011,PL-VT28,230520003A,23-05-21,101,3402,"-55,709.000",0.000,"-55,709.000",
3422,3100000011,PL-VT28,230520003A,23-05-21,101,3411,"-6,211.000",0.000,"-6,211.000",
3422,3100000074,WHEAT BRAN,230520003A,23-05-21,101,4601,"-14,525.000",0.000,"-14,525.000",
3425,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303040012,23-05-20,261,3105,"18,866.180",0.000,"18,866.180",1
3425,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303040013,23-05-20,261,3105,"4,796.820",0.000,"4,796.820",1
3425,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240001,23-05-20,261,3106,"12,959.900",0.000,"12,959.900",1
3425,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240002,23-05-20,261,3106,"27,983.900",0.000,"27,983.900",1
3425,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240003,23-05-20,261,3106,"13,832.200",0.000,"13,832.200",1
3425,3100000011,PL-VT28,230521001A,23-05-21,101,3402,"-14,057.000",0.000,"-14,057.000",
3425,3100000074,WHEAT BRAN,230521001A,23-05-21,101,4601,"-3,204.000",0.000,"-3,204.000",
3425,3100000011,PL-VT28,230522001A,23-05-22,101,3402,"-16,754.000",0.000,"-16,754.000",
3425,3100000011,PL-VT28,230522001A,23-05-22,101,3404,"-35,400.000",0.000,"-35,400.000",
3425,3100000074,WHEAT BRAN,230522001A,23-05-22,101,4601,"-11,835.000",0.000,"-11,835.000",
3425,3100000096,WIP ·ªÈß,2305170020,23-05-22,261,3001,10.000,224.928,224.928,REPROCESS
3425,3100000096,WIP ·ªÈß,2305170030,23-05-22,261,3001,10.000,225.000,225.000,REPROCESS
3425,3100000096,WIP ·ªÈß,2305180010,23-05-22,261,3001,36.000,810.000,810.000,REPROCESS
3425,3100000096,WIP ·ªÈß,2305180020,23-05-22,261,3001,5.000,112.500,112.500,REPROCESS
3425,3100000096,WIP ·ªÈß,2303250031,23-05-22,261,3001,1.000,25.000,25.000,REPROCESS
3425,3100000096,WIP ·ªÈß,2305060031,23-05-22,261,3001,1.000,25.000,25.000,REPROCESS
3425,3100000096,WIP ·ªÈß,2305080011,23-05-22,261,3001,1.000,25.000,25.000,REPROCESS
3425,3100000096,WIP ·ªÈß,2305130011,23-05-22,261,3001,1.000,25.000,25.000,REPROCESS
3425,3100000096,WIP ·ªÈß,2305130021,23-05-22,261,3001,1.000,25.000,25.000,REPROCESS
3425,3100000096,WIP ·ªÈß,2305180010,23-05-22,261,3001,36.000,810.000,810.000,REPROCESS
3425,3100000096,WIP ·ªÈß,2305180010,23-05-22,262,3001,-36.000,-810.000,-810.000,REPROCESS
3426,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2305120004,23-05-20,261,3106,"6,133.200",0.000,"6,133.200",1
3426,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2305120005,23-05-20,261,3106,"49,387.900",0.000,"49,387.900",1
3426,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2305120006,23-05-20,261,3106,"3,640.900",0.000,"3,640.900",1
3426,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303040013,23-05-20,261,3105,"22,138.005",0.000,"22,138.005",1
3426,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303040014,23-05-20,261,3105,"3,382.995",0.000,"3,382.995",1
3426,3100000002,PL-C/P (NOODLE),230522002A,23-05-22,101,3410,"-54,419.000",0.000,"-54,419.000",
3426,3100000025,F3-HIGH,230522003A,23-05-22,101,3401,"-15,741.000",0.000,"-15,741.000",
3426,3100000050,NOODLE FLOUR GOLDENTIME 01 (22.5 KG),2302180021,23-05-22,261,3001,150.000,"3,375.000","3,375.000",REPROCESS
3426,3100000074,WHEAT BRAN,230522002A,23-05-22,101,4601,"-15,825.000",0.000,"-15,825.000",
3426,3100000080,Start up flour,230522002A,23-05-22,101,3921,"-2,331.000",0.000,"-2,331.000",
3427,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080003,23-05-23,261,3105,"5,076.455",0.000,"5,076.455",1
3427,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080004,23-05-23,261,3105,"11,196.545",0.000,"11,196.545",1
3427,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212140006,23-05-23,261,3101,445.515,0.000,445.515,1
3427,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2212140007,23-05-23,261,3101,"23,892.485",0.000,"23,892.485",1
3427,3200000016,RM-NS14-NORTHERN SPRING14%,2209270011,23-05-23,261,3106,"20,486.700",0.000,"20,486.700",1
3427,3200000016,RM-NS14-NORTHERN SPRING14%,2209270012,23-05-23,261,3106,"19,985.300",0.000,"19,985.300",1
3427,3100000001,PL-DNS (BREAD),230526001A,23-05-26,101,3405,"-55,740.000",0.000,"-55,740.000",
3427,3100000001,PL-DNS (BREAD),230526002A,23-05-26,101,3405,"-55,740.000",0.000,"-55,740.000",1
3427,3100000001,PL-DNS (BREAD),230526001A,23-05-26,102,3405,"55,740.000",0.000,"55,740.000",
3427,3100000024,F3-LOW,230526002A,23-05-26,101,3403,"-3,869.000",0.000,"-3,869.000",
3427,3100000074,WHEAT BRAN,230526001A,23-05-26,101,4601,"-16,571.000",0.000,"-16,571.000",
3427,3100000074,WHEAT BRAN,230526002A,23-05-26,101,4601,"-16,571.000",0.000,"-16,571.000",1
3427,3100000074,WHEAT BRAN,230526001A,23-05-26,102,4601,"16,571.000",0.000,"16,571.000",
3427,3100000080,Start up flour,230526001A,23-05-26,101,3921,"-2,729.000",0.000,"-2,729.000",
3427,3100000080,Start up flour,230526002A,23-05-26,101,3921,"-2,729.000",0.000,"-2,729.000",1
3427,3100000080,Start up flour,230526001A,23-05-26,102,3921,"2,729.000",0.000,"2,729.000",
3431,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303040014,23-05-20,261,3105,"22,925.000",0.000,"22,925.000",1
3431,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240003,23-05-20,261,3106,"14,112.500",0.000,"14,112.500",1
3431,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240004,23-05-20,261,3106,"27,983.900",0.000,"27,983.900",1
3431,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240005,23-05-20,261,3106,"11,252.600",0.000,"11,252.600",1
3431,3100000011,PL-VT28,230523002A,23-05-23,101,3402,"-52,509.000",0.000,"-52,509.000",
3431,3100000011,PL-VT28,230523002A,23-05-23,101,3404,"-10,415.000",0.000,"-10,415.000",
3431,3100000011,PL-VT28,230523002A,23-05-23,101,3404,"-2,415.000",0.000,"-2,415.000",º ¡start up flour (GR)
3431,3100000074,WHEAT BRAN,230523002A,23-05-23,101,4601,"-14,190.000",0.000,"-14,190.000",
3431,3100000080,Start up flour,230523002A,23-05-23,101,3921,"-2,415.000",0.000,"-2,415.000",
3431,3100000080,Cleaning Flour,230522002A,23-05-23,261,3921,"2,331.000",0.000,"2,331.000",CLEANING FLOUR
3431,3100000080,Cleaning Flour,230523002A,23-05-23,261,3921,84.000,0.000,84.000,CLEANING FLOUR
3431,3100000080,Cleaning Flour,230523002A,23-05-23,261,3921,"2,415.000",0.000,"2,415.000",CLEANING FLOUR
3431,3100000080,Cleaning Flour,230522002A,23-05-23,262,3921,"-2,331.000",0.000,"-2,331.000",CLEANING FLOUR
3431,3100000080,Cleaning Flour,230523002A,23-05-23,262,3921,-84.000,0.000,-84.000,CLEANING FLOUR
3431,3100000096,WIP ·ªÈß,2305160031,23-05-23,261,3001,16.000,360.000,360.000,REPROCESS
3431,3100000096,WIP ·ªÈß,2305180020,23-05-23,261,3001,15.000,337.500,337.500,REPROCESS
3431,3100000096,WIP ·ªÈß,2305180030,23-05-23,261,3001,10.000,225.000,225.000,REPROCESS
3431,3100000096,WIP ·ªÈß,2305180040,23-05-23,261,3001,10.000,225.000,225.000,REPROCESS
3431,3100000096,WIP ·ªÈß,2305180050,23-05-23,261,3001,10.000,225.000,225.000,REPROCESS
3431,3100000096,WIP ·ªÈß,2305200020,23-05-23,261,3001,31.000,697.140,697.140,REPROCESS
3431,3100000117,WIP (BULK),2303300012,23-05-23,261,3001,6.000,0.000,6.000,REPROCESS
3431,3100000117,WIP (BULK),2304240022,23-05-23,261,3001,10.000,0.000,10.000,REPROCESS
3431,3100000117,WIP (BULK),2305160010,23-05-23,261,3001,619.080,0.000,619.080,REPROCESS
3431,3100000117,WIP (BULK),2305180010,23-05-23,261,3001,23.000,0.000,23.000,REPROCESS
3431,3100000117,WIP (BULK),2305190010,23-05-23,261,3001,158.000,0.000,158.000,REPROCESS
3431,3100000117,WIP (BULK),2305220011,23-05-23,261,3001,620.570,0.000,620.570,REPROCESS
3432,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080007,23-05-24,261,3105,"15,241.000",0.000,"15,241.000",1
3432,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240009,23-05-24,261,3106,"24,072.200",0.000,"24,072.200",1
3432,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240010,23-05-24,261,3106,"28,023.100",0.000,"28,023.100",1
3432,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240011,23-05-24,261,3106,"8,494.700",0.000,"8,494.700",1
3432,3100000011,PL-VT28,230525001A,23-05-25,101,3402,"-61,277.000",0.000,"-61,277.000",
3432,3100000011,PL-VT28,230525001A,23-05-25,101,3402,"-2,820.000",0.000,"-2,820.000",º ¡start up flour (GR)
3432,3100000074,WHEAT BRAN,230525001A,23-05-25,101,4601,"-14,025.000",0.000,"-14,025.000",
3432,3100000080,Start up flour,230525001A,23-05-25,101,3921,"-2,820.000",0.000,"-2,820.000",
3432,3100000080,Cleaning Flour,230525001A,23-05-25,261,3921,"2,820.000",0.000,"2,820.000",CLEANING FLOUR
3432,3100000096,WIP ·ªÈß,2305240010,23-05-25,261,3001,8.000,180.000,180.000,REPROCESS
3432,3100000096,WIP ·ªÈß,2305240040,23-05-25,261,3001,10.000,225.000,225.000,REPROCESS
3432,3100000096,WIP ·ªÈß,2305240060,23-05-25,261,3001,20.000,450.000,450.000,REPROCESS
3432,3100000096,WIP ·ªÈß,2305240070,23-05-25,261,3001,10.000,225.000,225.000,REPROCESS
3433,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080002,23-05-22,261,3105,"21,874.000",0.000,"21,874.000",1
3433,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240005,23-05-22,261,3106,"16,242.400",0.000,"16,242.400",1
3433,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240006,23-05-22,261,3106,"28,199.500",0.000,"28,199.500",1
3433,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240007,23-05-22,261,3106,"6,576.100",0.000,"6,576.100",1
3433,3100000011,PL-VT28,230524001A,23-05-24,101,3402,-330.000,0.000,-330.000,
3433,3100000011,PL-VT28,230524001A,23-05-24,101,3404,"-55,920.000",0.000,"-55,920.000",
3433,3100000011,PL-VT28,230524001A,23-05-24,101,3404,"-4,892.000",0.000,"-4,892.000",º ¡start up flour (GR)
3433,3100000074,WHEAT BRAN,230524001A,23-05-24,101,4601,"-13,648.000",0.000,"-13,648.000",
3433,3100000080,Start up flour,230524001A,23-05-24,101,3921,"-2,850.000",0.000,"-2,850.000",
3433,3100000080,Cleaning Flour,230523002A,23-05-24,261,3921,"2,331.000",0.000,"2,331.000",CLEANING FLOUR
3433,3100000080,Cleaning Flour,230523003A,23-05-24,261,3921,"2,302.000",0.000,"2,302.000",CLEANING FLOUR
3433,3100000080,Cleaning Flour,230524001A,23-05-24,261,3921,259.000,0.000,259.000,CLEANING FLOUR
3433,3100000080,Cleaning Flour,230523003A,23-05-24,261,3921,"2,302.000",0.000,"2,302.000",
3433,3100000080,Cleaning Flour,230524001A,23-05-24,261,3921,"2,590.000",0.000,"2,590.000",
3433,3100000080,Cleaning Flour,230523002A,23-05-24,262,3921,"-2,331.000",0.000,"-2,331.000",CLEANING FLOUR
3433,3100000080,Cleaning Flour,230523003A,23-05-24,262,3921,"-2,302.000",0.000,"-2,302.000",CLEANING FLOUR
3433,3100000080,Cleaning Flour,230524001A,23-05-24,262,3921,-259.000,0.000,-259.000,CLEANING FLOUR
3434,3100000002,PL-C/P (NOODLE),230523003A,23-05-23,101,3410,"-53,938.000",0.000,"-53,938.000",
3434,3100000025,F3-HIGH,230523004A,23-05-23,101,3401,"-15,673.000",0.000,"-15,673.000",
3434,3100000074,WHEAT BRAN,230523003A,23-05-23,101,4601,"-15,742.000",0.000,"-15,742.000",
3434,3100000080,Start up flour,230523003A,23-05-23,101,3921,"-2,302.000",0.000,"-2,302.000",
3434,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2305120006,23-05-23,261,3106,"45,786.400",0.000,"45,786.400",1
3434,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2305120007,23-05-23,261,3106,"13,572.600",0.000,"13,572.600",1
3434,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080002,23-05-23,261,3105,"3,668.255",0.000,"3,668.255",1
3434,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080003,23-05-23,261,3105,"21,833.745",0.000,"21,833.745",1
3434,3100000050,NOODLE FLOUR GOLDENTIME 01 (22.5 KG),2302180021,23-05-24,261,3001,100.000,"2,250.000","2,250.000",REPROCESS
3437,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303040014,23-05-22,261,3105,"27,157.805",0.000,"27,157.805",1
3437,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080001,23-05-22,261,3105,"26,969.300",0.000,"26,969.300",1
3437,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080002,23-05-22,261,3105,"27,834.895",0.000,"27,834.895",1
3437,3100000013,PL-VT34,230523001A,23-05-23,101,3406,"-67,111.000",0.000,"-67,111.000",
3437,3100000013,PL-VT34,230523001A,23-05-23,101,3406,"-2,331.000",0.000,"-2,331.000",º ¡start up flour (GR)
3437,3100000074,WHEAT BRAN,230523001A,23-05-23,101,4601,"-16,336.000",0.000,"-16,336.000",
3437,3100000080,Cleaning Flour,230522002A,23-05-23,261,3921,"2,331.000",0.000,"2,331.000",CLEANING FLOUR
3438,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080004,23-05-23,261,3105,"15,457.555",0.000,"15,457.555",1
3438,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080005,23-05-23,261,3105,"53,692.350",0.000,"53,692.350",1
3438,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080006,23-05-23,261,3105,"8,023.095",0.000,"8,023.095",1
3438,3100000013,PL-VT34,230524003A,23-05-24,101,3406,"-60,536.000",0.000,"-60,536.000",
3438,3100000013,PL-VT34,230524003A,23-05-24,101,3406,"-2,819.000",0.000,"-2,819.000",º ¡start up flour (GR)
3438,3100000074,WHEAT BRAN,230524003A,23-05-24,101,4601,"-5,000.000",0.000,"-5,000.000",GR BRAN
3438,3100000074,WHEAT BRAN,230524003A,23-05-24,101,4601,"-14,859.000",0.000,"-14,859.000",
3438,3100000074,WHEAT BRAN,230524003A,23-05-24,102,4601,"5,000.000",0.000,"5,000.000",GR BRAN
3438,3100000080,Start up flour,230524003A,23-05-24,101,3921,"-2,819.000",0.000,"-2,819.000",
3438,3100000080,Cleaning Flour,230524003A,23-05-24,261,3921,"2,819.000",0.000,"2,819.000",CLEANING FLOUR
3438,3100000096,WIP ·ªÈß,2305220010,23-05-24,261,3001,2.000,45.000,45.000,REPROCESS
3438,3100000096,WIP ·ªÈß,2305230010,23-05-24,261,3001,10.000,225.000,225.000,REPROCESS
3438,3100000096,WIP ·ªÈß,2305230020,23-05-24,261,3001,10.000,225.000,225.000,REPROCESS
3438,3100000096,WIP ·ªÈß,2305240010,23-05-24,261,3001,12.000,270.000,270.000,REPROCESS
3441,3100000011,PL-VT28,230524002A,23-05-24,101,3402,"-36,570.000",0.000,"-36,570.000",
3441,3100000011,PL-VT28,230524002A,23-05-24,101,3411,"-28,139.000",0.000,"-28,139.000",
3441,3100000011,PL-VT28,230524002A,23-05-24,101,3411,-260.000,0.000,-260.000,º ¡start up flour (GR)
3441,3100000074,WHEAT BRAN,230524002A,23-05-24,101,4601,"-14,188.000",0.000,"-14,188.000",
3441,3100000080,Cleaning Flour,230524001A,23-05-24,261,3921,260.000,0.000,260.000,CLEANING FLOUR
3441,3100000096,WIP ·ªÈß,2305200020,23-05-24,261,3001,12.000,269.860,269.860,REPROCESS
3441,3100000096,WIP ·ªÈß,2305200030,23-05-24,261,3001,20.000,450.000,450.000,REPROCESS
3441,3100000096,WIP ·ªÈß,2305220010,23-05-24,261,3001,26.000,585.000,585.000,REPROCESS
3441,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080006,23-05-24,261,3105,"18,680.255",0.000,"18,680.255",1
3441,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080007,23-05-24,261,3105,"4,346.745",0.000,"4,346.745",1
3441,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240007,23-05-24,261,3106,"21,407.800",0.000,"21,407.800",1
3441,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240008,23-05-24,261,3106,"28,160.300",0.000,"28,160.300",1
3441,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240009,23-05-24,261,3106,"4,048.900",0.000,"4,048.900",1
3442,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2212210004,23-05-24,261,3107,"6,904.350",0.000,"6,904.350",1
3442,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2212210005,23-05-24,261,3107,"23,024.650",0.000,"23,024.650",1
3442,3200000017,RM-SW10.5-SOFT WHITE10.5%,2210110006,23-05-24,261,3104,"3,218.000",0.000,"3,218.000",
3442,3200000017,RM-SW10.5-SOFT WHITE10.5%,2210110006,23-05-24,261,3108,576.000,0.000,576.000,
3442,3200000017,RM-SW10.5-SOFT WHITE10.5%,2210110010,23-05-24,261,3108,"3,673.000",0.000,"3,673.000",
3442,3100000022,PL-APW 10.5%,230525002A,23-05-25,101,3409,"-25,027.000",0.000,"-25,027.000",
3442,3100000024,F3-LOW,230525003A,23-05-25,101,3403,"-2,141.000",0.000,"-2,141.000",
3442,3100000074,WHEAT BRAN,230525002A,23-05-25,101,4601,"-6,843.000",0.000,"-6,843.000",
3442,3100000080,Start up flour,230525002A,23-05-25,101,3921,"-2,548.000",0.000,"-2,548.000",
3452,3100000011,PL-VT28,230525001A,23-05-25,101,3402,"-6,930.000",0.000,"-6,930.000",
3452,3100000011,PL-VT28,230525001A,23-05-25,101,3404,"-60,299.000",0.000,"-60,299.000",
3452,3100000011,PL-VT28,230525001A,23-05-25,101,3404,"-4,136.000",0.000,"-4,136.000",º ¡start up flour (GR)
3452,3100000074,WHEAT BRAN,230525003A,23-05-25,101,4601,"-15,960.000",0.000,"-15,960.000",
3452,3100000080,Start up flour,230525003A,23-05-25,101,3921,"-1,588.000",0.000,"-1,588.000",
3452,3100000080,Cleaning Flour,230525002A,23-05-25,261,3921,"2,548.000",0.000,"2,548.000",CLEANING FLOUR
3452,3100000080,Cleaning Flour,230525003A,23-05-25,261,3921,"1,588.000",0.000,"1,588.000",CLEANING FLOUR
3452,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080007,23-05-25,261,3105,"7,352.005",0.000,"7,352.005",1
3452,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080008,23-05-25,261,3105,"9,902.995",0.000,"9,902.995",1
3452,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240011,23-05-25,261,3106,"19,597.000",0.000,"19,597.000",
3452,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240012,23-05-25,261,3106,"24,632.000",0.000,"24,632.000",
3452,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240013,23-05-25,261,3107,"20,106.900",0.000,"20,106.900",
3452,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240014,23-05-25,261,3107,"4,441.100",0.000,"4,441.100",
3453,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080008,23-05-25,261,3105,"17,297.000",0.000,"17,297.000",1
3453,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240014,23-05-25,261,3107,"23,729.000",0.000,"23,729.000",1
3453,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240015,23-05-25,261,3107,"27,983.900",0.000,"27,983.900",1
3453,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250001,23-05-25,261,3107,"17,217.100",0.000,"17,217.100",1
3453,3100000011,PL-VT28,230526002A,23-05-26,101,3402,"-69,780.000",0.000,"-69,780.000",
3453,3100000011,PL-VT28,230526001A,23-05-26,101,3402,"-69,780.000",0.000,"-69,780.000",1
3453,3100000011,PL-VT28,230526002A,23-05-26,102,3402,"69,780.000",0.000,"69,780.000",
3453,3100000074,WHEAT BRAN,230526001A,23-05-26,101,4601,"-24,000.000",0.000,"-24,000.000",GR √”
3453,3100000074,WHEAT BRAN,230526002A,23-05-26,101,4601,"-16,093.000",0.000,"-16,093.000",
3453,3100000074,WHEAT BRAN,230526002A,23-05-26,101,4601,"-16,093.000",0.000,"-16,093.000",
3453,3100000074,WHEAT BRAN,230526002A,23-05-26,102,4601,"16,093.000",0.000,"16,093.000",
3453,3100000074,WHEAT BRAN,230526001A,23-05-26,102,4601,"24,000.000",0.000,"24,000.000",GR √”
3454,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080008,23-05-25,261,3105,"17,292.000",0.000,"17,292.000",1
3454,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240012,23-05-25,261,3106,"3,258.800",0.000,"3,258.800",
3454,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240013,23-05-25,261,3106,"2,528.200",0.000,"2,528.200",
3454,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250001,23-05-25,261,3107,"6,302.900",0.000,"6,302.900",
3454,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250002,23-05-25,261,3107,"24,063.900",0.000,"24,063.900",
3454,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250003,23-05-25,261,3107,"23,642.500",0.000,"23,642.500",
3454,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250004,23-05-25,261,3107,"9,188.700",0.000,"9,188.700",
3454,3100000011,PL-VT28,230527001A,23-05-27,101,3404,"-69,335.000",0.000,"-69,335.000",
3454,3100000011,PL-VT28,230527001A,23-05-27,101,3404,"-5,459.000",0.000,"-5,459.000",º ¡start up flour (GR)
3454,3100000074,WHEAT BRAN,230527001A,23-05-27,101,4601,"-16,191.000",0.000,"-16,191.000",
3454,3100000080,Start up flour,230527001A,23-05-27,101,3921,"-2,730.000",0.000,"-2,730.000",
3454,3100000080,Cleaning Flour,230526002A,23-05-27,261,3921,"2,729.000",0.000,"2,729.000",CLEANING FLOUR
3454,3100000080,Cleaning Flour,230527001A,23-05-27,261,3921,"2,730.000",0.000,"2,730.000",CLEANING FLOUR
3454,3100000096,WIP ·ªÈß,2305240030,23-05-27,261,3001,15.000,337.500,337.500,REPROCESS
3454,3100000096,WIP ·ªÈß,2305240050,23-05-27,261,3001,20.000,450.000,450.000,REPROCESS
3454,3100000096,WIP ·ªÈß,2305260020,23-05-27,261,3001,29.000,652.500,652.500,REPROCESS
3454,3100000096,WIP ·ªÈß,2305260030,23-05-27,261,3001,55.000,"1,237.000","1,237.000",REPROCESS
3454,3100000117,WIP (BULK),2305200010,23-05-27,261,3001,125.000,0.000,125.000,REPROCESS
3454,3100000117,WIP (BULK),2305220011,23-05-27,261,3001,159.430,0.000,159.430,REPROCESS
3454,3100000117,WIP (BULK),2305260010,23-05-27,261,3001,257.000,0.000,257.000,REPROCESS
3455,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080009,23-05-26,261,3105,"15,138.000",0.000,"15,138.000",1
3455,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250006,23-05-26,261,3106,"4,973.600",0.000,"4,973.600",1
3455,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250007,23-05-26,261,3106,"23,466.100",0.000,"23,466.100",1
3455,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250008,23-05-26,261,3106,"23,618.000",0.000,"23,618.000",1
3455,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250009,23-05-26,261,3106,"8,375.300",0.000,"8,375.300",1
3455,3100000011,PL-VT28,230527001A,23-05-27,101,3402,"-53,519.000",0.000,"-53,519.000",
3455,3100000011,PL-VT28,230527002A,23-05-27,101,3402,"-53,519.000",0.000,"-53,519.000",1
3455,3100000011,PL-VT28,230527001A,23-05-27,101,3404,"-9,090.000",0.000,"-9,090.000",
3455,3100000011,PL-VT28,230527002A,23-05-27,101,3404,"-9,090.000",0.000,"-9,090.000",1
3455,3100000011,PL-VT28,230527001A,23-05-27,102,3402,"53,519.000",0.000,"53,519.000",
3455,3100000011,PL-VT28,230527001A,23-05-27,102,3404,"9,090.000",0.000,"9,090.000",
3455,3100000074,WHEAT BRAN,230527002A,23-05-27,101,4601,"-13,956.000",0.000,"-13,956.000",
3455,3100000011,PL-VT28,230527002A,23-05-28,101,3402,"-53,519.000",0.000,"-53,519.000",
3455,3100000011,PL-VT28,230527002A,23-05-28,101,3404,"-9,090.000",0.000,"-9,090.000",
3455,3100000011,PL-VT28,230527002A,23-05-28,102,3402,"53,519.000",0.000,"53,519.000",
3455,3100000011,PL-VT28,230527002A,23-05-28,102,3404,"9,090.000",0.000,"9,090.000",
3456,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080008,23-05-26,261,3105,"9,170.805",0.000,"9,170.805",1
3456,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080009,23-05-26,261,3105,"6,097.195",0.000,"6,097.195",1
3456,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302240013,23-05-26,261,3106,"5,241.000",0.000,"5,241.000",1
3456,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250004,23-05-26,261,3106,"12,796.600",0.000,"12,796.600",1
3456,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250005,23-05-26,261,3106,"23,863.000",0.000,"23,863.000",1
3456,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250006,23-05-26,261,3106,"18,546.400",0.000,"18,546.400",1
3456,3100000011,PL-VT28,230527003A,23-05-28,101,3411,"-63,121.000",0.000,"-63,121.000",
3456,3100000074,WHEAT BRAN,230527003A,23-05-28,101,4601,"-14,170.000",0.000,"-14,170.000",
3457,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303080010,23-05-27,261,3105,"15,946.000",0.000,"15,946.000",1
3457,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250009,23-05-27,261,3106,"16,163.900",0.000,"16,163.900",1
3457,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302250010,23-05-27,261,3106,"23,559.200",0.000,"23,559.200",1
3457,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302280001,23-05-27,261,3106,"23,780.900",0.000,"23,780.900",1
